t_s,Q_m3_s,V_face_m_s,v_duct_m_s,DP_system_Pa,DP_fan_Pa,C_v_mg_m3,C_p_mg_m3,C_tot_mg_m3,ppm_voc,P_electrica_W,M_captured_kg,C_Ethanol_mg_m3,W_L_Ethanol_mg_m3,hm_Ethanol_m_s,Jwall_Ethanol_mg_m2_s,C_Propyl acetate_mg_m3,W_L_Propyl acetate_mg_m3,hm_Propyl acetate_m_s,Jwall_Propyl acetate_mg_m2_s,C_1-Propanol_mg_m3,W_L_1-Propanol_mg_m3,hm_1-Propanol_m_s,Jwall_1-Propanol_mg_m2_s,C_Isopropanol_mg_m3,W_L_Isopropanol_mg_m3,hm_Isopropanol_m_s,Jwall_Isopropanol_mg_m2_s,ok_V_face,ok_v_duct,ok_C_limit,ok_LFL,Re_duct0,dp_duct0_Pa,dt
1486,0.558039,0.310022,4.44073,638.675,638.676,3122.36,2626.04,5748.4,13633.9,660.011,0.6482,1045.49,1038.46,0.00104536,1.09291,1817.11,1807.51,0.00082163,1.49299,172.028,171.008,0.000921861,0.158586,87.7349,87.2207,0.000911092,0.0799346,False,False,False,True,85225.7,20.6454,1
1487,0.559284,0.310713,4.45064,638.847,638.847,3118.77,2621.91,5740.68,13618.2,661.661,0.649519,1044.28,1037.27,0.00104652,1.09287,1815.02,1805.43,0.000822547,1.49294,171.83,170.812,0.000922889,0.15858,87.6338,87.1208,0.000912108,0.0799315,False,False,False,True,85415.9,20.7365,1
1488,0.560529,0.311405,4.46055,639.019,639.018,3115,2617.66,5732.66,13601.8,663.312,0.65084,1043.02,1036.03,0.00104769,1.09276,1812.83,1803.27,0.000823462,1.49279,171.622,170.607,0.000923916,0.158565,87.5281,87.0163,0.000913123,0.0799239,False,False,False,True,85606.1,20.8277,1
1489,0.561771,0.312095,4.47044,639.19,639.19,3111.09,2613.29,5724.39,13584.7,664.961,0.652161,1041.71,1034.74,0.00104885,1.0926,1810.55,1801.01,0.000824374,1.49257,171.407,170.394,0.000924939,0.158541,87.4182,86.9076,0.000914134,0.0799119,False,False,False,True,85795.8,20.919,1
1490,0.563014,0.312785,4.48032,639.362,639.362,3107.04,2608.82,5715.87,13567,666.61,0.653483,1040.36,1033.4,0.00105001,1.09238,1808.19,1798.68,0.000825285,1.49228,171.184,170.173,0.000925961,0.15851,87.3044,86.795,0.000915144,0.0798961,False,False,False,True,85985.5,21.0104,1
1491,0.564253,0.313474,4.49018,639.534,639.535,3102.87,2604.26,5707.13,13548.8,668.257,0.654806,1038.96,1032.02,0.00105116,1.09211,1805.76,1796.27,0.000826192,1.49191,170.954,169.946,0.00092698,0.158471,87.187,86.6789,0.000916151,0.0798765,False,False,False,True,86174.7,21.1018,1
1492,0.565495,0.314164,4.50006,639.707,639.706,3098.57,2599.61,5698.19,13530,669.909,0.656129,1037.52,1030.6,0.00105232,1.0918,1803.27,1793.8,0.000827101,1.49148,170.717,169.712,0.000927999,0.158426,87.0664,86.5595,0.000917158,0.0798537,False,False,False,True,86364.4,21.1937,1
1493,0.566734,0.314852,4.50992,639.88,639.879,3094.18,2594.89,5689.06,13510.8,671.558,0.657452,1036.05,1029.14,0.00105347,1.09145,1800.71,1791.26,0.000828007,1.491,170.475,169.472,0.000929016,0.158374,86.9428,86.4372,0.000918163,0.0798277,False,False,False,True,86553.6,21.2855,1
1494,0.56797,0.315539,4.51976,640.052,640.053,3089.68,2590.1,5679.78,13491.2,673.204,0.658776,1034.55,1027.65,0.00105462,1.09105,1798.09,1788.67,0.000828909,1.49045,170.227,169.227,0.000930028,0.158316,86.8166,86.3122,0.000919163,0.0797986,False,False,False,True,86742.4,21.3772,1
1495,0.569209,0.316227,4.52962,640.226,640.226,3085.1,2585.24,5670.34,13471.2,674.856,0.660101,1033.01,1026.14,0.00105577,1.09062,1795.42,1786.03,0.000829813,1.48987,169.975,168.977,0.000931042,0.158254,86.6878,86.1848,0.000920165,0.0797671,False,False,False,True,86931.6,21.4694,1
1496,0.570445,0.316914,4.53946,640.399,640.4,3080.44,2580.33,5660.76,13450.8,676.505,0.661425,1031.45,1024.59,0.00105691,1.09015,1792.71,1783.34,0.000830713,1.48923,169.718,168.723,0.000932052,0.158186,86.5568,86.055,0.000921164,0.079733,False,False,False,True,87120.4,21.5616,1
1497,0.571681,0.3176,4.54929,640.573,640.573,3075.7,2575.37,5651.07,13430.1,678.154,0.66275,1029.86,1023.02,0.00105806,1.08965,1789.95,1780.61,0.000831613,1.48855,169.457,168.464,0.000933061,0.158114,86.4237,85.9233,0.000922161,0.0796966,False,False,False,True,87309.1,21.6539,1
1498,0.572917,0.318287,4.55913,640.747,640.747,3070.9,2570.36,5641.26,13409.2,679.805,0.664076,1028.26,1021.43,0.0010592,1.08913,1787.16,1777.83,0.000832511,1.48783,169.192,168.202,0.00093407,0.158037,86.2887,85.7896,0.000923158,0.0796581,False,False,False,True,87497.9,21.7465,1
1499,0.57415,0.318972,4.56894,640.921,640.922,3066.03,2565.32,5631.36,13387.9,681.453,0.665401,1026.63,1019.82,0.00106034,1.08857,1784.33,1775.03,0.000833406,1.48707,168.924,167.937,0.000935074,0.157957,86.1521,85.6543,0.00092415,0.0796175,False,False,False,True,87686.2,21.839,1
1500,0.575382,0.319657,4.57875,641.096,641.096,3061.12,2560.25,5621.37,13366.5,683.102,0.433373,1024.98,1018.2,0.00106148,1.08799,1781.47,1772.19,0.000834301,1.48628,168.654,167.669,0.000936077,0.157873,86.014,85.5175,0.000925142,0.0795751,False,False,False,True,87874.5,21.9317,1
1501,0.576615,0.320342,4.58856,641.271,641.271,2950.13,2419.62,5369.75,12881.8,684.753,0.434628,987.819,981.287,0.00106261,1.04967,1716.88,1707.95,0.000835194,1.43393,162.539,161.591,0.00093708,0.152312,82.8953,82.4174,0.000926133,0.0767721,False,False,False,True,88062.8,22.0246,1
1502,0.577848,0.321027,4.59837,641.446,641.445,2846.9,2289.48,5136.39,12431.1,686.404,0.435819,953.254,946.957,0.00106375,1.01402,1656.8,1648.19,0.000836086,1.38523,156.851,155.937,0.000938081,0.147139,79.9947,79.534,0.000927122,0.0741649,False,False,False,True,88251.1,22.1177,1
1503,0.579078,0.32171,4.60816,641.621,641.621,2750.87,2169.06,4919.93,12011.8,688.053,0.436949,921.098,915.02,0.00106488,0.980859,1600.91,1592.61,0.000836976,1.33993,151.56,150.678,0.000939079,0.142327,77.2963,76.8516,0.000928108,0.0717393,False,False,False,True,88438.9,22.2108,1
1504,0.580308,0.322393,4.61794,641.796,641.796,2661.51,2057.64,4719.15,11621.6,689.703,0.438024,891.177,885.303,0.00106601,0.950003,1548.91,1540.88,0.000837864,1.29778,146.637,145.784,0.000940075,0.13785,74.7854,74.3556,0.000929093,0.0694826,False,False,False,True,88626.7,22.3041,1
1505,0.581538,0.323076,4.62773,641.972,641.972,2578.33,1954.56,4532.89,11258.4,691.354,0.439047,863.327,857.642,0.00106714,0.921289,1500.5,1492.73,0.000838751,1.25855,142.054,141.229,0.000941071,0.133683,72.4483,72.0323,0.000930077,0.0673825,False,False,False,True,88814.5,22.3975,1
1506,0.582764,0.323758,4.63749,642.148,642.148,2500.89,1859.2,4360.1,10920.2,693.002,0.440022,837.397,831.889,0.00106826,0.894561,1455.44,1447.91,0.000839635,1.22204,137.788,136.988,0.000942063,0.129805,70.2723,69.8693,0.000931058,0.0654276,False,False,False,True,89001.9,22.4909,1
1507,0.583991,0.324439,4.64725,642.324,642.325,2428.77,1771,4199.77,10605.3,694.651,0.440953,813.247,807.903,0.00106939,0.869676,1413.46,1406.16,0.000840519,1.18804,133.814,133.038,0.000943054,0.126194,68.2457,67.8547,0.000932037,0.0636075,False,False,False,True,89189.2,22.5845,1
1508,0.585218,0.325121,4.65701,642.501,642.501,2361.57,1689.42,4050.99,10311.9,696.301,0.441843,790.746,785.556,0.00107051,0.846501,1374.36,1367.26,0.000841401,1.15638,130.112,129.358,0.000944044,0.122831,66.3575,65.9777,0.000933015,0.0619125,False,False,False,True,89376.5,22.6783,1
1509,0.586444,0.325802,4.66678,642.678,642.677,2298.94,1613.97,3912.9,10038.4,697.953,0.442695,769.774,764.726,0.00107163,0.824914,1337.9,1331,0.000842282,1.12689,126.661,125.928,0.000945033,0.119699,64.5975,64.2282,0.000933993,0.0603336,False,False,False,True,89563.9,22.7723,1
1510,0.587668,0.326482,4.67651,642.854,642.855,2240.53,1544.19,3784.72,9783.36,699.602,0.443511,750.218,745.304,0.00107275,0.804795,1303.92,1297.2,0.000843161,1.09941,123.443,122.73,0.000946018,0.116779,62.9564,62.5969,0.000934967,0.0588622,False,False,False,True,89750.8,22.8663,1
1511,0.588892,0.327162,4.68625,643.032,643.032,2186.05,1479.66,3665.71,9545.44,701.252,0.444296,731.974,727.184,0.00107387,0.786041,1272.21,1265.66,0.000844038,1.07379,120.441,119.746,0.000947002,0.114058,61.4255,61.075,0.000935939,0.0574905,False,False,False,True,89937.6,22.9604,1
1512,0.590115,0.327842,4.69599,643.209,643.209,2135.19,1419.99,3555.18,9323.38,702.903,0.44505,714.945,710.272,0.00107498,0.768552,1242.61,1236.22,0.000844914,1.0499,117.639,116.961,0.000947986,0.11152,59.9965,59.6545,0.000936911,0.0562114,False,False,False,True,90124.5,23.0548,1
1513,0.591339,0.328522,4.70572,643.387,643.387,2087.7,1364.82,3452.51,9116,704.555,0.445776,699.043,694.478,0.00107609,0.752236,1214.97,1208.73,0.00084579,1.02761,115.023,114.36,0.000948968,0.109153,58.662,58.328,0.000937882,0.055018,False,False,False,True,90311.4,23.1493,1
1514,0.592559,0.3292,4.71544,643.565,643.565,2043.32,1313.8,3357.12,8922.22,706.204,0.446477,684.183,679.72,0.0010772,0.737005,1189.14,1183.04,0.000846662,1.0068,112.578,111.93,0.000949947,0.106943,57.415,57.0884,0.000938849,0.053904,False,False,False,True,90497.8,23.2438,1
1515,0.59378,0.329878,4.72515,643.743,643.743,2001.83,1266.62,3268.44,8741.04,707.855,0.447154,670.29,665.922,0.00107831,0.722782,1165,1159.03,0.000847534,0.987374,110.292,109.657,0.000950925,0.104879,56.2491,55.9295,0.000939816,0.0528638,False,False,False,True,90684.2,23.3384,1
1516,0.595,0.330556,4.73486,643.921,643.921,1963,1222.99,3186,8571.52,709.506,0.447809,657.29,653.012,0.00107942,0.709493,1142.4,1136.55,0.000848404,0.96922,108.153,107.531,0.000951902,0.102951,55.1582,54.8451,0.000940781,0.0518918,False,False,False,True,90870.6,23.4333,1
1517,0.596218,0.331232,4.74455,644.1,644.101,1926.66,1182.65,3109.31,8412.81,711.155,0.448443,645.12,640.924,0.00108052,0.697067,1121.25,1115.51,0.000849272,0.952246,106.15,105.541,0.000952875,0.101148,54.1369,53.8299,0.000941743,0.050983,False,False,False,True,91056.5,23.5281,1
1518,0.597438,0.33191,4.75426,644.279,644.278,1892.6,1145.35,3037.94,8264.09,712.809,0.449059,633.716,629.599,0.00108163,0.685446,1101.43,1095.8,0.000850141,0.93637,104.274,103.676,0.00095385,0.0994613,53.1799,52.8786,0.000942707,0.050133,False,False,False,True,91242.9,23.6233,1
1519,0.598653,0.332585,4.76393,644.458,644.459,1860.66,1110.84,2971.51,8124.64,714.456,0.449658,623.022,618.979,0.00108273,0.674564,1082.84,1077.32,0.000851004,0.921504,102.514,101.927,0.000954819,0.0978823,52.2825,51.9867,0.000943664,0.0493371,False,False,False,True,91428.4,23.7183,1
1520,0.59987,0.333261,4.77361,644.637,644.638,1830.69,1078.93,2909.62,7993.77,716.109,0.45024,612.986,609.012,0.00108383,0.664372,1065.4,1059.97,0.000851869,0.907582,100.863,100.286,0.000955789,0.0964034,51.4403,51.1495,0.000944623,0.0485917,False,False,False,True,91614.3,23.8137,1
1521,0.601087,0.333937,4.7833,644.817,644.817,1802.54,1049.42,2851.95,7870.83,717.762,0.450808,603.559,599.65,0.00108493,0.654818,1049.02,1043.67,0.000852733,0.894531,99.3115,98.7441,0.000956758,0.0950171,50.6492,50.3632,0.000945581,0.047893,False,False,False,True,91800.2,23.9092,1
1522,0.602302,0.334612,4.79297,644.997,644.997,1776.07,1022.11,2798.18,7755.25,719.413,0.451362,594.696,590.848,0.00108602,0.645854,1033.61,1028.35,0.000853594,0.882284,97.8531,97.2946,0.000957724,0.0937163,49.9055,49.6239,0.000946536,0.0472373,False,False,False,True,91985.7,24.0048,1
1523,0.603516,0.335287,4.80263,645.177,645.177,1751.16,996.844,2748,7646.48,721.064,0.451903,586.355,582.565,0.00108712,0.637437,1019.11,1013.93,0.000854454,0.870786,96.4807,95.9305,0.000958689,0.092495,49.2055,48.9282,0.00094749,0.0466217,False,False,False,True,92171.1,24.1005,1
1524,0.604727,0.33596,4.81227,645.357,645.358,1727.69,973.464,2701.15,7544.01,722.713,0.452433,578.498,574.762,0.00108821,0.629526,1005.46,1000.35,0.000855311,0.859979,95.1878,94.6455,0.000959651,0.091347,48.5461,48.2728,0.00094844,0.0460431,False,False,False,True,92356.1,24.1961,1
1525,0.605942,0.336634,4.82193,645.538,645.538,1705.56,951.822,2657.38,7447.38,724.367,0.452952,571.088,567.404,0.0010893,0.622086,992.579,987.543,0.000856169,0.849815,93.9685,93.4338,0.000960614,0.0902675,47.9243,47.6547,0.000949392,0.0454989,False,False,False,True,92541.6,24.2922,1
1526,0.607153,0.337307,4.83157,645.719,645.719,1684.67,931.786,2616.45,7356.15,726.019,0.453461,564.092,560.457,0.00109039,0.615079,980.42,975.451,0.000857025,0.840244,92.8175,92.2898,0.000961573,0.0892508,47.3373,47.0713,0.00095034,0.0449865,False,False,False,True,92726.6,24.3882,1
1527,0.608364,0.33798,4.84121,645.9,645.9,1664.92,913.231,2578.15,7269.93,727.671,0.453961,557.481,553.892,0.00109148,0.608476,968.929,964.023,0.000857879,0.831224,91.7296,91.2086,0.000962532,0.0882927,46.7824,46.5198,0.000951288,0.0445035,False,False,False,True,92911.6,24.4844,1
1528,0.609572,0.338651,4.85082,646.081,646.082,1646.24,896.044,2542.28,7188.35,729.321,0.454453,551.225,547.68,0.00109256,0.602245,958.056,953.21,0.000858731,0.822712,90.7002,90.1856,0.000963487,0.0873885,46.2575,45.9981,0.000952232,0.0440478,False,False,False,True,93096.1,24.5806,1
1529,0.610784,0.339324,4.86046,646.263,646.263,1628.54,880.117,2508.66,7111.07,730.975,0.454937,545.298,541.795,0.00109364,0.596362,947.756,942.966,0.000859583,0.814675,89.7251,89.2165,0.000964444,0.0865348,45.7601,45.5037,0.000953177,0.0436175,False,False,False,True,93281.1,24.6772,1
1530,0.611992,0.339995,4.87008,646.445,646.444,1611.75,865.354,2477.1,7037.76,732.627,0.455413,539.677,536.213,0.00109472,0.590798,937.985,933.25,0.000860433,0.807073,88.8001,88.2973,0.000965398,0.0857274,45.2884,45.0349,0.00095412,0.0432105,False,False,False,True,93465.6,24.7737,1
1531,0.6132,0.340667,4.87969,646.627,646.626,1595.81,851.663,2447.47,6968.14,734.28,0.455883,534.338,530.912,0.0010958,0.58553,928.706,924.022,0.000861282,0.799878,87.9217,87.4243,0.00096635,0.0849631,44.8404,44.5897,0.000955061,0.0428253,False,False,False,True,93650.1,24.8705,1
1532,0.614405,0.341336,4.88928,646.809,646.809,1580.65,838.962,2419.61,6901.94,735.93,0.456347,529.262,525.871,0.00109688,0.580537,919.883,915.248,0.000862128,0.793057,87.0864,86.5942,0.000967299,0.0842386,44.4144,44.1663,0.000955999,0.0424601,False,False,False,True,93834.1,24.9671,1
1533,0.615613,0.342007,4.89889,646.991,646.991,1566.21,827.172,2393.38,6838.9,737.586,0.456806,524.428,521.072,0.00109796,0.5758,911.482,906.893,0.000862975,0.786586,86.291,85.8038,0.00096825,0.0835512,44.0087,43.7631,0.000956938,0.0421136,False,False,False,True,94018.6,25.0642,1
1534,0.616818,0.342677,4.90848,647.174,647.174,1552.45,816.223,2368.67,6778.8,739.238,0.457259,519.819,516.496,0.00109903,0.571298,903.472,898.928,0.000863819,0.780436,85.5327,85.0502,0.000969197,0.082898,43.622,43.3788,0.000957875,0.0417844,False,False,False,True,94202.7,25.1612,1
1535,0.618023,0.343346,4.91807,647.357,647.356,1539.31,806.049,2345.36,6721.43,740.892,0.457707,515.42,512.127,0.00110011,0.567016,895.825,891.324,0.000864663,0.774586,84.8087,84.3308,0.000970143,0.0822766,43.2528,43.0119,0.00095881,0.0414712,False,False,False,True,94386.7,25.2585,1
1536,0.619225,0.344014,4.92764,647.54,647.54,1526.74,796.59,2323.33,6666.58,742.543,0.458151,511.214,507.951,0.00110117,0.562936,888.514,884.055,0.000865503,0.769012,84.1167,83.6431,0.000971086,0.0816845,42.8998,42.6611,0.000959742,0.0411727,False,False,False,True,94570.3,25.3556,1
1537,0.62043,0.344683,4.93723,647.724,647.723,1514.72,787.787,2302.51,6614.07,744.199,0.458591,507.187,503.954,0.00110225,0.559045,881.516,877.096,0.000866345,0.763697,83.4541,82.9848,0.000972031,0.08112,42.5619,42.3253,0.000960675,0.0408882,False,False,False,True,94754.3,25.4532,1
1538,0.621632,0.345351,4.94679,647.907,647.907,1503.19,779.592,2282.79,6563.74,745.852,0.459027,503.328,500.122,0.00110331,0.555328,874.808,870.426,0.000867184,0.758619,82.8191,82.3537,0.000972972,0.0805806,42.238,42.0035,0.000961605,0.0406163,False,False,False,True,94937.9,25.5507,1
1539,0.622834,0.346019,4.95636,648.091,648.09,1492.13,771.954,2264.08,6515.43,747.506,0.45946,499.623,496.444,0.00110438,0.551773,868.37,864.024,0.000868022,0.753764,82.2095,81.7481,0.000973912,0.0800648,41.9272,41.6945,0.000962534,0.0403563,False,False,False,True,95121.5,25.6485,1
1540,0.624033,0.346685,4.9659,648.275,648.275,1481.5,764.832,2246.33,6469,749.158,0.459889,496.063,492.909,0.00110544,0.548368,862.181,857.871,0.000868857,0.749112,81.6237,81.1659,0.000974849,0.0795707,41.6284,41.3976,0.00096346,0.0401073,False,False,False,True,95304.6,25.7461,1
1541,0.625232,0.347351,4.97544,648.459,648.46,1471.26,758.183,2229.45,6424.31,750.81,0.460316,492.636,489.507,0.0011065,0.545103,856.226,851.949,0.000869691,0.744651,81.0598,80.6057,0.000975785,0.0790969,41.3408,41.1119,0.000964385,0.0398685,False,False,False,True,95487.7,25.8439,1
1542,0.626431,0.348017,4.98498,648.644,648.645,1461.4,751.971,2213.37,6381.25,752.464,0.46074,489.334,486.229,0.00110756,0.541968,850.486,846.242,0.000870524,0.740369,80.5165,80.0658,0.00097672,0.078642,41.0637,40.8365,0.00096531,0.0396392,False,False,False,True,95670.8,25.9419,1
1543,0.62763,0.348683,4.99452,648.829,648.829,1451.88,746.16,2198.04,6339.69,754.119,0.461161,486.147,483.066,0.00110862,0.538954,844.948,840.735,0.000871357,0.736251,79.9921,79.5448,0.000977654,0.0782046,40.7963,40.5708,0.000966233,0.0394187,False,False,False,True,95853.9,26.0401,1
1544,0.628829,0.349349,5.00406,649.014,649.014,1442.69,740.72,2183.41,6299.54,755.775,0.461581,483.068,480.009,0.00110968,0.536052,839.596,835.414,0.000872189,0.732286,79.4855,79.0415,0.000978587,0.0777835,40.5379,40.3141,0.000967155,0.0392064,False,False,False,True,96037,26.1385,1
1545,0.630024,0.350014,5.01357,649.199,649.199,1433.79,735.62,2169.41,6260.7,757.428,0.461998,480.09,477.052,0.00111074,0.533253,834.419,830.267,0.000873018,0.728463,78.9954,78.5545,0.000979517,0.0773774,40.2879,40.0657,0.000968074,0.0390017,False,False,False,True,96219.6,26.2368,1
1546,0.63122,0.350678,5.02309,649.384,649.385,1425.18,730.833,2156.01,6223.08,759.082,0.462413,477.205,474.188,0.00111179,0.530551,829.405,825.282,0.000873846,0.724772,78.5207,78.0829,0.000980446,0.0769853,40.0458,39.8251,0.000968993,0.0388041,False,False,False,True,96402.2,26.3353,1
1547,0.632416,0.351342,5.03261,649.57,649.57,1416.82,726.336,2143.16,6186.59,760.738,0.462826,474.407,471.411,0.00111284,0.52794,824.542,820.447,0.000874673,0.721205,78.0603,77.6255,0.000981375,0.0766064,39.8111,39.5919,0.00096991,0.0386131,False,False,False,True,96584.8,26.434,1
1548,0.633612,0.352007,5.04212,649.756,649.756,1408.71,722.104,2130.81,6151.17,762.395,0.463238,471.69,468.714,0.00111389,0.525413,819.821,815.753,0.000875499,0.717753,77.6134,77.1814,0.000982302,0.0762398,39.5831,39.3654,0.000970827,0.0384283,False,False,False,True,96767.5,26.5329,1
1549,0.634804,0.352669,5.05161,649.942,649.942,1400.82,718.117,2118.94,6116.74,764.049,0.463648,469.05,466.094,0.00111494,0.522963,815.232,811.191,0.000876323,0.714407,77.1789,76.7498,0.000983226,0.0758843,39.3615,39.1452,0.00097174,0.0382492,False,False,False,True,96949.6,26.6317,1
1550,0.635997,0.353332,5.0611,650.129,650.129,1393.15,714.355,2107.5,6083.23,765.704,0.464057,466.481,463.543,0.00111599,0.520587,810.767,806.751,0.000877146,0.711161,76.7562,76.3298,0.000984149,0.0755395,39.1459,38.931,0.000972652,0.0380754,False,False,False,True,97131.8,26.7307,1
1551,0.63719,0.353994,5.0706,650.315,650.315,1385.68,710.801,2096.48,6050.59,767.36,0.464465,463.978,461.059,0.00111703,0.518279,806.417,802.427,0.000877968,0.708008,76.3444,75.9207,0.000985072,0.0752047,38.9359,38.7223,0.000973564,0.0379066,False,False,False,True,97313.9,26.8298,1
1552,0.638383,0.354657,5.08009,650.502,650.502,1378.39,707.437,2085.82,6018.77,769.017,0.464871,461.538,458.637,0.00111808,0.516036,802.175,798.21,0.000878789,0.704943,75.9428,75.5217,0.000985993,0.0748791,38.7311,38.5189,0.000974475,0.0377425,False,False,False,True,97496.1,26.9292,1
1553,0.639572,0.355318,5.08955,650.689,650.689,1371.27,704.249,2075.52,5987.71,770.672,0.465277,459.156,456.272,0.00111912,0.513851,798.035,794.094,0.000879608,0.701958,75.5509,75.1324,0.000986912,0.074562,38.5312,38.3203,0.000975382,0.0375827,False,False,False,True,97677.8,27.0284,1
1554,0.640762,0.355979,5.09902,650.877,650.877,1364.32,701.223,2065.55,5957.36,772.328,0.465681,456.829,453.963,0.00112016,0.511722,793.991,790.073,0.000880425,0.69905,75.168,74.752,0.000987829,0.0742531,38.336,38.1263,0.000976289,0.037427,False,False,False,True,97859.4,27.1279,1
1555,0.641951,0.35664,5.10849,651.064,651.064,1357.53,698.345,2055.87,5927.69,773.984,0.466085,454.553,451.704,0.0011212,0.509645,790.036,786.141,0.000881242,0.696213,74.7936,74.38,0.000988745,0.0739518,38.145,37.9365,0.000977195,0.0372751,False,False,False,True,98041.1,27.2275,1
1556,0.643141,0.357301,5.11795,651.252,651.252,1350.88,695.605,2046.48,5898.64,775.643,0.466487,452.326,449.493,0.00112224,0.507618,786.165,782.293,0.000882058,0.693443,74.4271,74.0159,0.000989661,0.0736576,37.9581,37.7508,0.0009781,0.0371268,False,False,False,True,98222.8,27.3273,1
1557,0.644328,0.35796,5.1274,651.44,651.44,1344.36,692.991,2037.35,5870.2,777.298,0.466889,450.145,447.328,0.00112327,0.505635,782.373,778.524,0.000882872,0.690735,74.0682,73.6594,0.000990574,0.07337,37.775,37.569,0.000979002,0.0369818,False,False,False,True,98404,27.427,1
