t_s,Q_m3_s,P_electrica_W
1,0.903153,412.047
2,0.902174,411.353
3,0.90083,410.667
4,0.899171,409.993
5,0.89723,409.323
6,0.895042,408.654
7,0.892642,407.99
8,0.890051,407.325
9,0.887293,406.657
10,0.884392,405.989
11,0.88136,405.314
12,0.878218,404.637
13,0.874973,403.949
14,0.871643,403.256
15,0.868237,402.558
16,0.864761,401.849
17,0.861223,401.129
18,0.857633,400.4
19,0.853996,399.663
20,0.850316,398.914
21,0.846599,398.156
22,0.842848,397.386
23,0.839066,396.604
24,0.835259,395.814
25,0.831424,395.009
26,0.827584,394.211
27,0.823823,393.518
28,0.820044,392.813
29,0.81625,392.098
30,0.81244,391.369
31,0.808615,390.627
32,0.804779,389.875
33,0.80093,389.11
34,0.796862,388.325
35,0.792717,387.524
36,0.788563,386.709
37,0.784399,385.879
38,0.780225,385.033
39,0.776041,384.172
40,0.771849,383.297
41,0.767649,382.405
42,0.76344,381.499
43,0.759226,380.579
44,0.755002,379.642
45,0.750772,378.691
46,0.746532,377.723
47,0.742287,376.74
48,0.738032,375.739
49,0.733774,374.726
50,0.729507,373.695
51,0.725234,372.649
52,0.720954,371.588
53,0.716668,370.512
54,0.712373,369.416
55,0.708075,368.309
56,0.703768,367.182
57,0.699458,366.043
58,0.695138,364.884
59,0.690815,363.713
60,0.686483,362.523
61,0.682145,361.316
62,0.6778,360.093
63,0.673453,358.857
64,0.669096,357.601
65,0.664736,356.332
66,0.660367,355.044
67,0.655993,353.74
68,0.651614,352.419
69,0.647229,351.084
70,0.642835,349.728
71,0.638438,348.358
72,0.634035,346.972
73,0.629626,345.568
74,0.625213,344.15
75,0.620792,342.713
76,0.616364,341.257
77,0.611933,339.788
78,0.607496,338.301
79,0.603053,336.797
80,0.598603,335.275
81,0.594151,333.738
82,0.589689,332.181
83,0.585224,330.609
84,0.580753,329.019
85,0.576279,327.414
86,0.571795,325.788
87,0.567309,324.148
88,0.562819,322.492
89,0.558323,320.817
90,0.553821,319.125
91,0.549313,317.414
92,0.544802,315.688
93,0.540284,313.943
94,0.54,316.06
95,0.54,318.451
96,0.54,320.856
97,0.54,323.274
98,0.54,325.705
99,0.54,328.147
100,0.54,330.599
101,0.54,333.062
102,0.54,335.533
103,0.54,338.013
104,0.54,340.5
105,0.54,342.995
106,0.54,345.497
107,0.54,348.005
108,0.54,350.519
109,0.54,353.038
110,0.54,355.562
111,0.54,358.09
112,0.54,360.623
113,0.54,363.16
114,0.54,365.701
115,0.54,368.245
116,0.54,370.792
117,0.54,373.342
118,0.54,375.895
119,0.54,378.45
120,0.54,381.008
121,0.54,383.568
122,0.54,386.13
123,0.54,388.693
124,0.54,391.259
125,0.54,393.826
126,0.54,396.395
127,0.54,398.965
128,0.54,401.536
129,0.54,404.108
130,0.54,406.682
131,0.54,409.257
132,0.54,411.832
133,0.54,414.409
134,0.54,416.986
135,0.54,419.564
136,0.54,422.142
137,0.54,424.722
138,0.54,427.302
139,0.54,429.882
140,0.54,432.463
141,0.54,435.045
142,0.54,437.627
143,0.54,440.209
144,0.54,442.792
145,0.54,445.375
146,0.54,447.959
147,0.54,450.542
148,0.54,453.127
149,0.54,455.711
150,0.54,458.295
151,0.54,460.88
152,0.54,463.465
153,0.54,466.05
154,0.54,468.636
155,0.54,471.221
156,0.54,473.807
157,0.54,476.393
158,0.54,478.979
159,0.54,481.565
160,0.54,484.151
161,0.54,486.738
162,0.54,489.324
163,0.54,491.911
164,0.54,494.497
165,0.54,497.084
166,0.54,499.671
167,0.54,502.258
168,0.54,504.844
169,0.54,507.431
170,0.54,510.018
171,0.54,512.605
172,0.54,515.193
173,0.54,517.78
174,0.54,520.367
175,0.54,522.954
176,0.54,525.541
177,0.54,528.129
178,0.54,530.716
179,0.54,533.303
180,0.54,535.891
181,0.54,538.478
182,0.54,541.066
183,0.54,543.653
184,0.54,546.241
185,0.54,548.828
186,0.54,551.416
187,0.54,554.003
188,0.54,556.591
189,0.54,559.178
190,0.54,561.766
191,0.54,564.353
192,0.54,566.941
193,0.54,569.528
194,0.54,572.116
195,0.54,574.704
196,0.54,577.291
197,0.54,579.879
198,0.54,582.466
199,0.54,585.054
200,0.54,587.642
201,0.54,590.229
202,0.54,592.817
203,0.54,595.405
204,0.54,597.992
205,0.54,600.58
206,0.54,603.168
207,0.54,605.755
208,0.54,608.343
209,0.54,610.931
210,0.54,613.518
211,0.54,616.106
212,0.54,618.694
213,0.54,621.281
214,0.54,623.869
215,0.54,626.457
216,0.54,629.044
217,0.54,631.632
218,0.54,634.22
219,0.54,636.236
220,0.54,636.236
221,0.54,636.236
222,0.54,636.236
223,0.54,636.236
224,0.54,636.236
225,0.54,636.236
226,0.54,636.236
227,0.54,636.236
228,0.54,636.236
229,0.54,636.236
230,0.54,636.236
231,0.54,636.236
232,0.54,636.236
233,0.54,636.236
234,0.54,636.236
235,0.54,636.236
236,0.54,636.236
237,0.54,636.236
238,0.54,636.236
239,0.54,636.236
240,0.54,636.236
241,0.54,636.236
242,0.54,636.236
243,0.54,636.236
244,0.54,636.236
245,0.54,636.236
246,0.54,636.236
247,0.54,636.236
248,0.54,636.236
249,0.54,636.236
250,0.54,636.236
251,0.54,636.236
252,0.54,636.236
253,0.54,636.236
254,0.54,636.236
255,0.54,636.236
256,0.54,636.236
257,0.54,636.236
258,0.54,636.236
259,0.54,636.236
260,0.54,636.236
261,0.54,636.236
262,0.54,636.236
263,0.54,636.236
264,0.54,636.236
265,0.54,636.236
266,0.54,636.236
267,0.54,636.236
268,0.54,636.236
269,0.54,636.236
270,0.54,636.236
271,0.54,636.236
272,0.54,636.236
273,0.54,636.236
274,0.54,636.236
275,0.54,636.236
276,0.54,636.236
277,0.54,636.236
278,0.54,636.236
279,0.54,636.236
280,0.54,636.236
281,0.54,636.236
282,0.54,636.236
283,0.54,636.236
284,0.54,636.236
285,0.54,636.236
286,0.54,636.236
287,0.54,636.236
288,0.54,636.236
289,0.54,636.236
290,0.54,636.236
291,0.54,636.236
292,0.54,636.236
293,0.54,636.236
294,0.54,636.236
295,0.54,636.236
296,0.54,636.236
297,0.54,636.236
298,0.54,636.236
299,0.54,636.236
300,0.54,636.236
301,0.54,532.416
302,0.54,533.15
303,0.54,533.83
304,0.54,534.461
305,0.54,535.046
306,0.54,535.588
307,0.54,536.092
308,0.54,536.559
309,0.54,536.992
310,0.54,537.393
311,0.54,537.766
312,0.54,538.111
313,0.54,538.432
314,0.54,538.729
315,0.54,539.005
316,0.54,539.26
317,0.54,539.498
318,0.54,539.718
319,0.54,539.922
320,0.54,540.111
321,0.54,540.286
322,0.54,540.449
323,0.54,540.6
324,0.54,540.74
325,0.54,540.87
326,0.54,540.99
327,0.54,541.102
328,0.54,541.206
329,0.54,541.302
330,0.54,541.391
331,0.54,541.474
332,0.54,541.55
333,0.54,541.621
334,0.54,541.687
335,0.54,541.749
336,0.54,541.805
337,0.54,541.858
338,0.54,541.907
339,0.54,541.952
340,0.54,541.994
341,0.54,542.033
342,0.54,542.069
343,0.54,542.103
344,0.54,542.134
345,0.54,542.163
346,0.54,542.189
347,0.54,542.214
348,0.54,542.237
349,0.54,542.259
350,0.54,542.278
351,0.54,542.297
352,0.54,542.314
353,0.54,542.329
354,0.54,542.344
355,0.54,542.358
356,0.54,542.37
357,0.54,542.382
358,0.54,542.393
359,0.54,542.403
360,0.54,542.412
361,0.54,542.421
362,0.54,542.429
363,0.54,542.436
364,0.54,542.443
365,0.54,542.45
366,0.54,542.456
367,0.54,542.461
368,0.54,542.466
369,0.54,542.471
370,0.54,542.475
371,0.54,542.479
372,0.54,542.483
373,0.54,542.487
374,0.54,542.49
375,0.54,542.493
376,0.54,542.496
377,0.54,542.498
378,0.54,542.501
379,0.54,542.503
380,0.54,542.505
381,0.54,542.507
382,0.54,542.509
383,0.54,542.51
384,0.54,542.512
385,0.54,542.513
386,0.54,542.515
387,0.54,542.516
388,0.54,542.517
389,0.54,542.518
390,0.54,542.519
391,0.54,542.52
392,0.54,542.521
393,0.54,542.521
394,0.54,542.522
395,0.54,542.523
396,0.54,542.524
397,0.54,542.524
398,0.54,542.525
399,0.54,542.525
400,0.54,542.526
401,0.54,542.526
402,0.54,542.526
403,0.54,542.527
404,0.54,542.527
405,0.54,542.527
406,0.54,542.528
407,0.54,542.528
408,0.54,542.528
409,0.54,542.528
410,0.54,542.529
411,0.54,542.529
412,0.54,542.529
413,0.54,542.529
414,0.54,542.529
415,0.54,542.53
416,0.54,542.53
417,0.54,542.53
418,0.54,542.53
419,0.54,542.53
420,0.54,542.53
421,0.54,542.53
422,0.54,542.718
423,0.54,543.08
424,0.54,543.603
425,0.54,544.275
426,0.54,545.087
427,0.54,546.027
428,0.54,547.087
429,0.54,548.258
430,0.54,549.531
431,0.54,550.9
432,0.54,552.357
433,0.54,553.896
434,0.54,555.511
435,0.54,557.196
436,0.54,558.947
437,0.54,560.759
438,0.54,562.627
439,0.54,564.547
440,0.54,566.515
441,0.54,568.529
442,0.54,570.584
443,0.54,572.677
444,0.54,574.807
445,0.54,576.969
446,0.54,579.163
447,0.54,581.385
448,0.54,583.633
449,0.54,585.907
450,0.54,588.203
451,0.54,590.52
452,0.54,592.856
453,0.54,595.211
454,0.54,597.583
455,0.54,599.971
456,0.54,602.373
457,0.54,604.788
458,0.54,607.216
459,0.54,609.655
460,0.54,612.106
461,0.54,614.566
462,0.54,617.035
463,0.54,619.513
464,0.54,621.999
465,0.54,624.493
466,0.54,626.993
467,0.54,629.5
468,0.54,632.012
469,0.54,634.53
470,0.54,636.236
471,0.54,636.236
472,0.54,636.236
473,0.54,636.236
474,0.54,636.236
475,0.54,636.236
476,0.54,636.236
477,0.54,636.236
478,0.54,636.236
479,0.54,636.236
480,0.54,636.236
481,0.54,636.236
482,0.54,636.236
483,0.54,636.236
484,0.54,636.236
485,0.54,636.236
486,0.54,636.236
487,0.54,636.236
488,0.54,636.236
489,0.54,636.236
490,0.54,636.236
491,0.54,636.236
492,0.54,636.236
493,0.54,636.236
494,0.54,636.236
495,0.54,636.236
496,0.54,636.236
497,0.54,636.236
498,0.54,636.236
499,0.54,636.236
500,0.54,636.236
501,0.54,636.236
502,0.54,636.236
503,0.54,636.236
504,0.54,636.236
505,0.54,636.236
506,0.54,636.236
507,0.54,636.236
508,0.54,636.236
509,0.54,636.236
510,0.54,636.236
511,0.54,636.236
512,0.54,636.236
513,0.54,636.236
514,0.54,636.236
515,0.54,636.236
516,0.54,636.236
517,0.54,636.236
518,0.54,636.236
519,0.54,636.236
520,0.54,636.236
521,0.54,636.236
522,0.54,636.236
523,0.54,636.236
524,0.54,636.236
525,0.54,636.236
526,0.54,636.236
527,0.54,636.236
528,0.54,636.236
529,0.54,636.236
530,0.54,636.236
531,0.54,636.236
532,0.54,636.236
533,0.54,636.236
534,0.54,636.236
535,0.54,636.236
536,0.54,636.236
537,0.54,636.236
538,0.54,636.236
539,0.54,636.236
540,0.54,636.236
541,0.54,636.236
542,0.54,636.236
543,0.54,636.236
544,0.54,636.236
545,0.54,636.236
546,0.54,636.236
547,0.54,636.236
548,0.54,636.236
549,0.54,636.236
550,0.54,636.236
551,0.54,636.236
552,0.54,636.236
553,0.54,636.236
554,0.54,636.236
555,0.54,636.236
556,0.54,636.236
557,0.54,636.236
558,0.54,636.236
559,0.54,636.236
560,0.54,636.236
561,0.54,636.236
562,0.54,636.236
563,0.54,636.236
564,0.54,636.236
565,0.54,636.236
566,0.54,636.236
567,0.54,636.236
568,0.54,636.236
569,0.54,636.236
570,0.54,636.236
571,0.54,636.236
572,0.54,636.236
573,0.54,636.236
574,0.54,636.236
575,0.54,636.236
576,0.54,636.236
577,0.54,636.236
578,0.54,636.236
579,0.54,636.236
580,0.54,636.236
581,0.54,636.236
582,0.54,636.236
583,0.54,636.236
584,0.54,636.236
585,0.54,636.236
586,0.54,636.236
587,0.54,636.236
588,0.54,636.236
589,0.54,636.236
590,0.54,636.236
591,0.54,636.236
592,0.54,636.236
593,0.54,636.236
594,0.54,636.236
595,0.54,636.236
596,0.54,636.236
597,0.54,636.236
598,0.54,636.236
599,0.54,636.236
600,0.54,636.236
601,0.54,636.236
602,0.54,636.236
603,0.54,636.236
604,0.54,636.236
605,0.54,636.236
606,0.54,636.236
607,0.54,636.236
608,0.54,636.236
609,0.54,636.236
610,0.54,636.236
611,0.54,636.236
612,0.54,636.236
613,0.54,636.236
614,0.54,636.236
615,0.54,636.236
616,0.54,636.236
617,0.54,636.236
618,0.54,636.236
619,0.54,636.236
620,0.54,636.236
621,0.54,636.236
622,0.54,636.236
623,0.54,636.236
624,0.54,636.236
625,0.54,636.236
626,0.54,636.236
627,0.54,636.236
628,0.54,636.236
629,0.54,636.236
630,0.54,636.236
631,0.54,636.236
632,0.54,636.236
633,0.54,636.236
634,0.54,636.236
635,0.54,636.236
636,0.54,636.236
637,0.54,636.236
638,0.54,636.236
639,0.54,636.236
640,0.54,636.236
641,0.54,636.236
642,0.54,636.236
643,0.54,636.236
644,0.54,636.236
645,0.54,636.236
646,0.54,636.236
647,0.54,636.236
648,0.54,636.236
649,0.54,636.236
650,0.54,636.236
651,0.54,636.236
652,0.54,636.236
653,0.54,636.236
654,0.54,636.236
655,0.54,636.236
656,0.54,636.236
657,0.54,636.236
658,0.54,636.236
659,0.54,636.236
660,0.54,636.236
661,0.54,636.236
662,0.54,636.236
663,0.54,636.236
664,0.54,636.236
665,0.54,636.236
666,0.54,636.236
667,0.54,636.236
668,0.54,636.236
669,0.54,636.236
670,0.54,636.236
671,0.54,636.236
672,0.54,636.236
673,0.54,636.236
674,0.54,636.236
675,0.54,636.236
676,0.54,636.236
677,0.54,636.236
678,0.54,636.236
679,0.54,636.236
680,0.54,636.236
681,0.54,636.236
682,0.54,636.236
683,0.54,636.236
684,0.54,636.236
685,0.54,636.236
686,0.54,636.236
687,0.54,636.236
688,0.54,636.236
689,0.54,636.236
690,0.54,636.236
691,0.54,636.236
692,0.54,636.236
693,0.54,636.236
694,0.54,636.236
695,0.54,636.236
696,0.54,636.236
697,0.54,636.236
698,0.54,636.236
699,0.54,636.236
700,0.54,636.236
701,0.54,636.236
702,0.54,636.236
703,0.54,636.236
704,0.54,636.236
705,0.54,636.236
706,0.54,636.236
707,0.54,636.236
708,0.54,636.236
709,0.54,636.236
710,0.54,636.236
711,0.54,636.236
712,0.54,636.236
713,0.54,636.236
714,0.54,636.236
715,0.54,636.236
716,0.54,636.236
717,0.54,636.236
718,0.54,636.236
719,0.54,636.236
720,0.54,636.236
721,0.54,636.236
722,0.54,636.236
723,0.54,636.236
724,0.54,636.236
725,0.54,636.236
726,0.54,636.236
727,0.54,636.236
728,0.54,636.236
729,0.54,636.236
730,0.54,636.236
731,0.54,636.236
732,0.54,636.236
733,0.54,636.236
734,0.54,636.236
735,0.54,636.236
736,0.54,636.236
737,0.54,636.236
738,0.54,636.236
739,0.54,636.236
740,0.54,636.236
741,0.54,636.236
742,0.54,636.236
743,0.54,636.236
744,0.54,636.236
745,0.54,636.236
746,0.54,636.236
747,0.54,636.236
748,0.54,636.236
749,0.54,636.236
750,0.54,636.236
751,0.54,636.236
752,0.54,636.236
753,0.54,636.236
754,0.54,636.236
755,0.54,636.236
756,0.54,636.236
757,0.54,636.236
758,0.54,636.236
759,0.54,636.236
760,0.54,636.236
761,0.54,636.236
762,0.54,636.236
763,0.54,636.236
764,0.54,636.236
765,0.54,636.236
766,0.54,636.236
767,0.54,636.236
768,0.54,636.236
769,0.54,636.236
770,0.54,636.236
771,0.54,636.236
772,0.54,636.236
773,0.54,636.236
774,0.54,636.236
775,0.54,636.236
776,0.54,636.236
777,0.54,636.236
778,0.54,636.236
779,0.54,636.236
780,0.54,636.236
781,0.54,636.236
782,0.54,636.236
783,0.54,636.236
784,0.54,636.236
785,0.54,636.236
786,0.54,636.236
787,0.54,636.236
788,0.54,636.236
789,0.54,636.236
790,0.54,636.236
791,0.54,636.236
792,0.54,636.236
793,0.54,636.236
794,0.54,636.236
795,0.54,636.236
796,0.54,636.236
797,0.54,636.236
798,0.54,636.236
799,0.54,636.236
800,0.54,636.236
801,0.54,636.236
802,0.54,636.236
803,0.54,636.236
804,0.54,636.236
805,0.54,636.236
806,0.54,636.236
807,0.54,636.236
808,0.54,636.236
809,0.54,636.236
810,0.54,636.236
811,0.54,636.236
812,0.54,636.236
813,0.54,636.236
814,0.54,636.236
815,0.54,636.236
816,0.54,636.236
817,0.54,636.236
818,0.54,636.236
819,0.54,636.236
820,0.54,636.236
821,0.54,636.236
822,0.54,636.236
823,0.54,636.236
824,0.54,636.236
825,0.54,636.236
826,0.54,636.236
827,0.54,636.236
828,0.54,636.236
829,0.54,636.236
830,0.54,636.236
831,0.54,636.236
832,0.54,636.236
833,0.54,636.236
834,0.54,636.236
835,0.54,636.236
836,0.54,636.236
837,0.54,636.236
838,0.54,636.236
839,0.54,636.236
840,0.54,636.236
841,0.54,636.236
842,0.54,636.236
843,0.54,636.236
844,0.54,636.236
845,0.54,636.236
846,0.54,636.236
847,0.54,636.236
848,0.54,636.236
849,0.54,636.236
850,0.54,636.236
851,0.54,636.236
852,0.54,636.236
853,0.54,636.236
854,0.54,636.236
855,0.54,636.236
856,0.54,636.236
857,0.54,636.236
858,0.54,636.236
859,0.54,636.236
860,0.54,636.236
861,0.54,636.236
862,0.54,636.236
863,0.54,636.236
864,0.54,636.236
865,0.54,636.236
866,0.54,636.236
867,0.54,636.236
868,0.54,636.236
869,0.54,636.236
870,0.54,636.236
871,0.54,636.236
872,0.54,636.236
873,0.54,636.236
874,0.54,636.236
875,0.54,636.236
876,0.54,636.236
877,0.54,636.236
878,0.54,636.236
879,0.54,636.236
880,0.54,636.236
881,0.54,636.236
882,0.54,636.236
883,0.54,636.236
884,0.54,636.236
885,0.54,636.236
886,0.54,636.236
887,0.54,636.236
888,0.54,636.236
889,0.54,636.236
890,0.54,636.236
891,0.54,636.236
892,0.54,636.236
893,0.54,636.236
894,0.54,636.236
895,0.54,636.236
896,0.54,636.236
897,0.54,636.236
898,0.54,636.236
899,0.54,636.236
900,0.54,636.236
901,0.54,636.236
902,0.54,636.236
903,0.54,636.236
904,0.54,636.236
905,0.54,636.236
906,0.54,636.236
907,0.54,636.236
908,0.54,636.236
909,0.54,636.236
910,0.54,636.236
911,0.54,636.236
912,0.54,636.236
913,0.54,636.236
914,0.54,636.236
915,0.54,636.236
916,0.54,636.236
917,0.54,636.236
918,0.54,636.236
919,0.54,636.236
920,0.54,636.236
921,0.54,636.236
922,0.54,636.236
923,0.54,636.236
924,0.54,636.236
925,0.54,636.236
926,0.54,636.236
927,0.54,636.236
928,0.54,636.236
929,0.54,636.236
930,0.54,636.236
931,0.54,636.236
932,0.54,636.236
933,0.54,636.236
934,0.54,636.236
935,0.54,636.236
936,0.54,636.236
937,0.54,636.236
938,0.54,636.236
939,0.54,636.236
940,0.54,636.236
941,0.54,636.236
942,0.54,636.236
943,0.54,636.236
944,0.54,636.236
945,0.54,636.236
946,0.54,636.236
947,0.54,636.236
948,0.54,636.236
949,0.54,636.236
950,0.54,636.236
951,0.54,636.236
952,0.54,636.236
953,0.54,636.236
954,0.54,636.236
955,0.54,636.236
956,0.54,636.236
957,0.54,636.236
958,0.54,636.236
959,0.54,636.236
960,0.54,636.236
961,0.54,636.236
962,0.54,636.236
963,0.54,636.236
964,0.54,636.236
965,0.54,636.236
966,0.54,636.236
967,0.54,636.236
968,0.54,636.236
969,0.54,636.236
970,0.54,636.236
971,0.54,636.236
972,0.54,636.236
973,0.54,636.236
974,0.54,636.236
975,0.54,636.236
976,0.54,636.236
977,0.54,636.236
978,0.54,636.236
979,0.54,636.236
980,0.54,636.236
981,0.54,636.236
982,0.54,636.236
983,0.54,636.236
984,0.54,636.236
985,0.54,636.236
986,0.54,636.236
987,0.54,636.236
988,0.54,636.236
989,0.54,636.236
990,0.54,636.236
991,0.54,636.236
992,0.54,636.236
993,0.54,636.236
994,0.54,636.236
995,0.54,636.236
996,0.54,636.236
997,0.54,636.236
998,0.54,636.236
999,0.54,636.236
1000,0.54,636.236
1001,0.54,636.236
1002,0.54,636.236
1003,0.54,636.236
1004,0.54,636.236
1005,0.54,636.236
1006,0.54,636.236
1007,0.54,636.236
1008,0.54,636.236
1009,0.54,636.236
1010,0.54,636.236
1011,0.54,636.236
1012,0.54,636.236
1013,0.54,636.236
1014,0.54,636.236
1015,0.54,636.236
1016,0.54,636.236
1017,0.54,636.236
1018,0.54,636.236
1019,0.54,636.236
1020,0.54,636.236
1021,0.54,636.236
1022,0.54,636.236
1023,0.54,636.236
1024,0.54,636.236
1025,0.54,636.236
1026,0.54,636.236
1027,0.54,636.236
1028,0.54,636.236
1029,0.54,636.236
1030,0.54,636.236
1031,0.54,636.236
1032,0.54,636.236
1033,0.54,636.236
1034,0.54,636.236
1035,0.54,636.236
1036,0.54,636.236
1037,0.54,636.236
1038,0.54,636.236
1039,0.54,636.236
1040,0.54,636.236
1041,0.54,636.236
1042,0.54,636.236
1043,0.54,636.236
1044,0.54,636.236
1045,0.54,636.236
1046,0.54,636.236
1047,0.54,636.236
1048,0.54,636.236
1049,0.54,636.236
1050,0.54,636.236
1051,0.54,636.236
1052,0.54,636.236
1053,0.54,636.236
1054,0.54,636.236
1055,0.54,636.236
1056,0.54,636.236
1057,0.54,636.236
1058,0.54,636.236
1059,0.54,636.236
1060,0.54,636.236
1061,0.54,636.236
1062,0.54,636.236
1063,0.54,636.236
1064,0.54,636.236
1065,0.54,636.236
1066,0.54,636.236
1067,0.54,636.236
1068,0.54,636.236
1069,0.54,636.236
1070,0.54,636.236
1071,0.54,636.236
1072,0.54,636.236
1073,0.54,636.236
1074,0.54,636.236
1075,0.54,636.236
1076,0.54,636.236
1077,0.54,636.236
1078,0.54,636.236
1079,0.54,636.236
1080,0.54,636.236
1081,0.54,636.236
1082,0.54,636.236
1083,0.54,636.236
1084,0.54,636.236
1085,0.54,636.236
1086,0.54,636.236
1087,0.54,636.236
1088,0.54,636.236
1089,0.54,636.236
1090,0.54,636.236
1091,0.54,636.236
1092,0.54,636.236
1093,0.54,636.236
1094,0.54,636.236
1095,0.54,636.236
1096,0.54,636.236
1097,0.54,636.236
1098,0.54,636.236
1099,0.54,636.236
1100,0.54,636.236
1101,0.54,636.236
1102,0.54,636.236
1103,0.54,636.236
1104,0.54,636.236
1105,0.54,636.236
1106,0.54,636.236
1107,0.54,636.236
1108,0.54,636.236
1109,0.54,636.236
1110,0.54,636.236
1111,0.54,636.236
1112,0.54,636.236
1113,0.54,636.236
1114,0.54,636.236
1115,0.54,636.236
1116,0.54,636.236
1117,0.54,636.236
1118,0.54,636.236
1119,0.54,636.236
1120,0.54,636.236
1121,0.54,636.236
1122,0.54,636.236
1123,0.54,636.236
1124,0.54,636.236
1125,0.54,636.236
1126,0.54,636.236
1127,0.54,636.236
1128,0.54,636.236
1129,0.54,636.236
1130,0.54,636.236
1131,0.54,636.236
1132,0.54,636.236
1133,0.54,636.236
1134,0.54,636.236
1135,0.54,636.236
1136,0.54,636.236
1137,0.54,636.236
1138,0.54,636.236
1139,0.54,636.236
1140,0.54,636.236
1141,0.54,636.236
1142,0.54,636.236
1143,0.54,636.236
1144,0.54,636.236
1145,0.54,636.236
1146,0.54,636.236
1147,0.54,636.236
1148,0.54,636.236
1149,0.54,636.236
1150,0.54,636.236
1151,0.54,636.236
1152,0.54,636.236
1153,0.54,636.236
1154,0.54,636.236
1155,0.54,636.236
1156,0.54,636.236
1157,0.54,636.236
1158,0.54,636.236
1159,0.54,636.236
1160,0.54,636.236
1161,0.54,636.236
1162,0.54,636.236
1163,0.54,636.236
1164,0.54,636.236
1165,0.54,636.236
1166,0.54,636.236
1167,0.54,636.236
1168,0.54,636.236
1169,0.54,636.236
1170,0.54,636.236
1171,0.54,636.236
1172,0.54,636.236
1173,0.54,636.236
1174,0.54,636.236
1175,0.54,636.236
1176,0.54,636.236
1177,0.54,636.236
1178,0.54,636.236
1179,0.54,636.236
1180,0.54,636.236
1181,0.54,636.236
1182,0.54,636.236
1183,0.54,636.236
1184,0.54,636.236
1185,0.54,636.236
1186,0.54,636.236
1187,0.54,636.236
1188,0.54,636.236
1189,0.54,636.236
1190,0.54,636.236
1191,0.54,636.236
1192,0.54,636.236
1193,0.54,636.236
1194,0.54,636.236
1195,0.54,636.236
1196,0.54,636.236
1197,0.54,636.236
1198,0.54,636.236
1199,0.54,636.236
1200,0.54,636.236
1201,0.54,636.236
1202,0.54,636.236
1203,0.54,636.236
1204,0.54,636.236
1205,0.54,636.236
1206,0.54,636.236
1207,0.54,636.236
1208,0.54,636.236
1209,0.54,636.236
1210,0.54,636.236
1211,0.54,636.236
1212,0.54,636.236
1213,0.54,636.236
1214,0.54,636.236
1215,0.54,636.236
1216,0.54,636.236
1217,0.54,636.236
1218,0.54,636.236
1219,0.54,636.236
1220,0.54,636.236
1221,0.54,636.236
1222,0.54,636.236
1223,0.54,636.236
1224,0.54,636.236
1225,0.54,636.236
1226,0.54,636.236
1227,0.54,636.236
1228,0.54,636.236
1229,0.54,636.236
1230,0.54,636.236
1231,0.54,636.236
1232,0.54,636.236
1233,0.54,636.236
1234,0.54,636.236
1235,0.54,636.236
1236,0.54,636.236
1237,0.54,636.236
1238,0.54,636.236
1239,0.54,636.236
1240,0.54,636.236
1241,0.54,636.236
1242,0.54,636.236
1243,0.54,636.236
1244,0.54,636.236
1245,0.54,636.236
1246,0.54,636.236
1247,0.54,636.236
1248,0.54,636.236
1249,0.54,636.236
1250,0.54,636.236
1251,0.54,636.236
1252,0.54,636.236
1253,0.54,636.236
1254,0.54,636.236
1255,0.54,636.236
1256,0.54,636.236
1257,0.54,636.236
1258,0.54,636.236
1259,0.54,636.236
1260,0.54,636.236
1261,0.54,636.236
1262,0.54,636.236
1263,0.54,636.236
1264,0.54,636.236
1265,0.54,636.236
1266,0.54,636.236
1267,0.54,636.236
1268,0.54,636.236
1269,0.54,636.236
1270,0.54,636.236
1271,0.54,636.236
1272,0.54,636.236
1273,0.54,636.236
1274,0.54,636.236
1275,0.54,636.236
1276,0.54,636.236
1277,0.54,636.236
1278,0.54,636.236
1279,0.54,636.236
1280,0.54,636.236
1281,0.54,636.236
1282,0.54,636.236
1283,0.54,636.236
1284,0.54,636.236
1285,0.54,636.236
1286,0.54,636.236
1287,0.54,636.236
1288,0.54,636.236
1289,0.54,636.236
1290,0.54,636.236
1291,0.54,636.236
1292,0.54,636.236
1293,0.54,636.236
1294,0.54,636.236
1295,0.54,636.236
1296,0.54,636.236
1297,0.54,636.236
1298,0.54,636.236
1299,0.54,636.236
1300,0.54,636.236
1301,0.54,636.236
1302,0.54,636.236
1303,0.54,636.236
1304,0.54,636.236
1305,0.54,636.236
1306,0.54,636.236
1307,0.54,636.236
1308,0.54,636.236
1309,0.54,636.236
1310,0.54,636.236
1311,0.54,636.236
1312,0.54,636.236
1313,0.54,636.236
1314,0.54,636.236
1315,0.54,636.236
1316,0.54,636.236
1317,0.54,636.236
1318,0.54,636.236
1319,0.54,636.236
1320,0.54,636.236
1321,0.54,636.236
1322,0.54,636.236
1323,0.54,636.236
1324,0.54,636.236
1325,0.54,636.236
1326,0.54,636.236
1327,0.54,636.236
1328,0.54,636.236
1329,0.54,636.236
1330,0.54,636.236
1331,0.54,636.236
1332,0.54,636.236
1333,0.54,636.236
1334,0.54,636.236
1335,0.54,636.236
1336,0.54,636.236
1337,0.54,636.236
1338,0.54,636.236
1339,0.54,636.236
1340,0.54,636.236
1341,0.54,636.236
1342,0.54,636.236
1343,0.54,636.236
1344,0.54,636.236
1345,0.54,636.236
1346,0.54,636.236
1347,0.54,636.236
1348,0.54,636.236
1349,0.54,636.236
1350,0.54,636.236
1351,0.54,636.236
1352,0.54,636.236
1353,0.54,636.236
