t_s,Q_m3_s,C_p_mg_m3
3306,1.8,3.11412e-06
3307,1.8,2.36518e-06
3308,1.8,1.79635e-06
3309,1.8,1.36433e-06
3310,1.8,1.03621e-06
3311,1.8,7.86999e-07
3312,1.8,5.97726e-07
3313,1.8,4.53973e-07
3314,1.8,3.44792e-07
3315,1.8,2.6187e-07
3316,1.8,1.9889e-07
3317,1.8,1.51057e-07
3318,1.8,1.14728e-07
3319,1.8,8.71358e-08
3320,1.8,6.61796e-08
3321,1.8,5.02634e-08
3322,1.8,3.81751e-08
3323,1.8,2.8994e-08
3324,1.8,2.20209e-08
3325,1.8,1.67249e-08
3326,1.8,1.27026e-08
3327,1.8,9.64759e-09
3328,1.8,7.32735e-09
3329,1.8,5.56512e-09
3330,1.8,4.22671e-09
3331,1.8,3.21018e-09
3332,1.8,2.43814e-09
3333,1.8,1.85176e-09
3334,1.8,1.40641e-09
3335,1.8,1.06817e-09
3336,1.8,8.11277e-10
3337,1.8,6.16165e-10
3338,1.8,4.67977e-10
3339,1.8,3.55428e-10
3340,1.8,2.69948e-10
3341,1.8,2.05025e-10
3342,1.8,1.55717e-10
3343,1.8,1.18267e-10
3344,1.8,8.98237e-11
3345,1.8,6.82211e-11
3346,1.8,5.18139e-11
3347,1.8,3.93527e-11
3348,1.8,2.98884e-11
3349,1.8,2.27002e-11
3350,1.8,1.72408e-11
3351,1.8,1.30944e-11
3352,1.8,9.9452e-12
3353,1.8,7.55338e-12
3354,1.8,5.73679e-12
3355,1.8,4.35709e-12
3356,1.8,3.30921e-12
3357,1.8,2.51335e-12
3358,1.8,1.90889e-12
3359,1.8,1.4498e-12
3360,1.8,1.10112e-12
3361,1.8,193.013
3362,1.8,339.607
3363,1.8,450.945
3364,1.8,535.506
3365,1.8,599.73
3366,1.8,648.508
3367,1.8,685.555
3368,1.8,713.693
3369,1.8,735.063
3370,1.8,751.294
3371,1.8,763.621
3372,1.8,772.983
3373,1.8,780.094
3374,1.8,785.495
3375,1.8,789.597
3376,1.8,792.712
3377,1.8,795.078
3378,1.8,796.875
3379,1.8,798.24
3380,1.8,799.277
3381,1.8,800.064
3382,1.8,800.662
3383,1.8,801.116
3384,1.8,801.461
3385,1.8,801.723
3386,1.8,801.922
3387,1.8,802.073
3388,1.8,802.188
3389,1.8,802.275
3390,1.8,802.341
3391,1.8,802.391
3392,1.8,802.43
3393,1.8,802.459
3394,1.8,802.481
3395,1.8,802.497
3396,1.8,802.51
3397,1.8,802.52
3398,1.8,802.527
3399,1.8,802.533
3400,1.8,802.537
3401,1.8,802.54
3402,1.8,802.543
3403,1.8,802.544
3404,1.8,802.546
3405,1.8,802.547
3406,1.8,802.548
3407,1.8,802.548
3408,1.8,802.549
3409,1.8,802.549
3410,1.8,802.549
3411,1.8,802.55
3412,1.8,802.55
3413,1.8,802.55
3414,1.8,802.55
3415,1.8,802.55
3416,1.8,802.55
3417,1.8,802.55
3418,1.8,802.55
3419,1.8,802.55
3420,1.8,802.55
3421,1.8,802.55
3422,1.8,802.55
3423,1.8,802.55
3424,1.8,802.55
3425,1.8,802.55
3426,1.8,802.55
3427,1.8,802.55
3428,1.8,802.55
3429,1.8,802.55
3430,1.8,802.55
3431,1.8,802.55
3432,1.8,802.55
3433,1.8,802.55
3434,1.8,802.55
3435,1.8,802.55
3436,1.8,802.55
3437,1.8,802.55
3438,1.8,802.55
3439,1.8,802.55
3440,1.8,802.55
3441,1.8,802.55
3442,1.8,802.55
3443,1.8,802.55
3444,1.8,802.55
3445,1.8,802.55
3446,1.8,802.55
3447,1.8,802.55
3448,1.8,802.55
3449,1.8,802.55
3450,1.8,802.55
3451,1.8,802.55
3452,1.8,802.55
3453,1.8,802.55
3454,1.8,802.55
3455,1.8,802.55
3456,1.8,802.55
3457,1.8,802.55
3458,1.8,802.55
3459,1.8,802.55
3460,1.8,802.55
3461,1.8,802.55
3462,1.8,802.55
3463,1.8,802.55
3464,1.8,802.55
3465,1.8,802.55
3466,1.8,802.55
3467,1.8,802.55
3468,1.8,802.55
3469,1.8,802.55
3470,1.8,802.55
3471,1.8,802.55
3472,1.8,802.55
3473,1.8,802.55
3474,1.8,802.55
3475,1.8,802.55
3476,1.8,802.55
3477,1.8,802.55
3478,1.8,802.55
3479,1.8,802.55
3480,1.8,802.55
3481,1.8,802.55
3482,1.8,802.55
3483,1.8,802.55
3484,1.8,802.55
3485,1.8,802.55
3486,1.8,802.55
3487,1.8,802.55
3488,1.8,802.55
3489,1.8,802.55
3490,1.8,802.55
3491,1.8,802.55
3492,1.8,802.55
3493,1.8,802.55
3494,1.8,802.55
3495,1.8,802.55
3496,1.8,802.55
3497,1.8,802.55
3498,1.8,802.55
3499,1.8,802.55
3500,1.8,802.55
3501,1.8,802.55
3502,1.8,802.55
3503,1.8,802.55
3504,1.8,802.55
3505,1.8,802.55
3506,1.8,802.55
3507,1.8,802.55
3508,1.8,802.55
3509,1.8,802.55
3510,1.8,802.55
3511,1.8,802.55
3512,1.8,802.55
3513,1.8,802.55
3514,1.8,802.55
3515,1.8,802.55
3516,1.8,802.55
3517,1.8,802.55
3518,1.8,802.55
3519,1.8,802.55
3520,1.8,802.55
3521,1.8,802.55
3522,1.8,802.55
3523,1.8,802.55
3524,1.8,802.55
3525,1.8,802.55
3526,1.8,802.55
3527,1.8,802.55
3528,1.8,802.55
3529,1.8,802.55
3530,1.8,802.55
3531,1.8,802.55
3532,1.8,802.55
3533,1.8,802.55
3534,1.8,802.55
3535,1.8,802.55
3536,1.8,802.55
3537,1.8,802.55
3538,1.8,802.55
3539,1.8,802.55
3540,1.8,802.55
3541,1.8,802.55
3542,1.8,802.55
3543,1.8,802.55
3544,1.8,802.55
3545,1.8,802.55
3546,1.8,802.55
3547,1.8,802.55
3548,1.8,802.55
3549,1.8,802.55
3550,1.8,802.55
3551,1.8,802.55
3552,1.8,802.55
3553,1.8,802.55
3554,1.8,802.55
3555,1.8,802.55
3556,1.8,802.55
3557,1.8,802.55
3558,1.8,802.55
3559,1.8,802.55
3560,1.8,802.55
3561,1.8,802.55
3562,1.8,802.55
3563,1.8,802.55
3564,1.8,802.55
3565,1.8,802.55
3566,1.8,802.55
3567,1.8,802.55
3568,1.8,802.55
3569,1.8,802.55
3570,1.8,802.55
3571,1.8,802.55
3572,1.8,802.55
3573,1.8,802.55
3574,1.8,802.55
3575,1.8,802.55
3576,1.8,802.55
3577,1.8,802.55
3578,1.8,802.55
3579,1.8,802.55
3580,1.8,802.55
3581,1.8,802.55
3582,1.8,802.55
3583,1.8,802.55
3584,1.8,802.55
3585,1.8,802.55
3586,1.8,802.55
3587,1.8,802.55
3588,1.8,802.55
3589,1.8,802.55
3590,1.8,802.55
3591,1.8,802.55
3592,1.8,802.55
3593,1.8,802.55
3594,1.8,802.55
3595,1.8,802.55
3596,1.8,802.55
3597,1.8,802.55
3598,1.8,802.55
3599,1.8,802.55
3600,1.8,802.55
