t_s,Q_m3_s,hm_Ethanol_m_s,hm_Propyl acetate_m_s,hm_1-Propanol_m_s,hm_Isopropanol_m_s
2655,1.71038,0.00183011,0.00143843,0.00161391,0.00159506
2656,1.71124,0.00183058,0.0014388,0.00161432,0.00159546
2657,1.7121,0.00183104,0.00143916,0.00161472,0.00159586
2658,1.71297,0.0018315,0.00143952,0.00161513,0.00159626
2659,1.71383,0.00183196,0.00143989,0.00161554,0.00159667
2660,1.71469,0.00183242,0.00144025,0.00161595,0.00159707
2661,1.71556,0.00183288,0.00144061,0.00161635,0.00159747
2662,1.71642,0.00183334,0.00144097,0.00161676,0.00159787
2663,1.71728,0.0018338,0.00144134,0.00161716,0.00159827
2664,1.71814,0.00183426,0.0014417,0.00161757,0.00159867
2665,1.71901,0.00183472,0.00144206,0.00161798,0.00159907
2666,1.71987,0.00183518,0.00144242,0.00161838,0.00159948
2667,1.72073,0.00183564,0.00144278,0.00161879,0.00159988
2668,1.72159,0.0018361,0.00144314,0.00161919,0.00160028
2669,1.72245,0.00183656,0.0014435,0.0016196,0.00160068
2670,1.72332,0.00183702,0.00144387,0.00162,0.00160108
2671,1.72418,0.00183748,0.00144423,0.00162041,0.00160148
2672,1.72504,0.00183794,0.00144459,0.00162081,0.00160188
2673,1.7259,0.0018384,0.00144495,0.00162122,0.00160228
2674,1.72676,0.00183886,0.00144531,0.00162162,0.00160268
2675,1.72762,0.00183932,0.00144567,0.00162203,0.00160308
2676,1.72848,0.00183977,0.00144603,0.00162243,0.00160348
2677,1.72934,0.00184023,0.00144639,0.00162283,0.00160388
2678,1.73021,0.00184069,0.00144675,0.00162324,0.00160428
2679,1.73107,0.00184115,0.00144711,0.00162364,0.00160467
2680,1.73192,0.00184161,0.00144747,0.00162404,0.00160507
2681,1.73279,0.00184206,0.00144783,0.00162445,0.00160547
2682,1.73365,0.00184252,0.00144819,0.00162485,0.00160587
2683,1.7345,0.00184298,0.00144855,0.00162525,0.00160627
2684,1.73537,0.00184343,0.0014489,0.00162566,0.00160667
2685,1.73623,0.00184389,0.00144926,0.00162606,0.00160706
2686,1.73708,0.00184435,0.00144962,0.00162646,0.00160746
2687,1.73794,0.0018448,0.00144998,0.00162686,0.00160786
2688,1.7388,0.00184526,0.00145034,0.00162727,0.00160826
2689,1.73966,0.00184571,0.0014507,0.00162767,0.00160865
2690,1.74052,0.00184617,0.00145106,0.00162807,0.00160905
2691,1.74138,0.00184663,0.00145141,0.00162847,0.00160945
2692,1.74224,0.00184708,0.00145177,0.00162887,0.00160984
2693,1.7431,0.00184754,0.00145213,0.00162927,0.00161024
2694,1.74396,0.00184799,0.00145249,0.00162968,0.00161064
2695,1.74481,0.00184845,0.00145284,0.00163008,0.00161103
2696,1.74567,0.0018489,0.0014532,0.00163048,0.00161143
2697,1.74653,0.00184935,0.00145356,0.00163088,0.00161183
2698,1.74739,0.00184981,0.00145392,0.00163128,0.00161222
2699,1.74825,0.00185026,0.00145427,0.00163168,0.00161262
2700,1.7491,0.00185072,0.00145463,0.00163208,0.00161301
2701,1.74996,0.00185117,0.00145499,0.00163248,0.00161341
2702,1.75082,0.00185162,0.00145534,0.00163288,0.0016138
2703,1.75168,0.00185208,0.0014557,0.00163328,0.0016142
2704,1.75253,0.00185253,0.00145605,0.00163368,0.00161459
2705,1.75339,0.00185298,0.00145641,0.00163408,0.00161499
2706,1.75425,0.00185344,0.00145677,0.00163448,0.00161538
2707,1.75511,0.00185389,0.00145712,0.00163488,0.00161578
2708,1.75596,0.00185434,0.00145748,0.00163528,0.00161617
2709,1.75682,0.00185479,0.00145783,0.00163567,0.00161657
2710,1.75767,0.00185524,0.00145819,0.00163607,0.00161696
2711,1.75853,0.0018557,0.00145854,0.00163647,0.00161735
2712,1.75939,0.00185615,0.0014589,0.00163687,0.00161775
2713,1.76024,0.0018566,0.00145925,0.00163727,0.00161814
2714,1.7611,0.00185705,0.00145961,0.00163767,0.00161853
2715,1.76195,0.0018575,0.00145996,0.00163806,0.00161893
2716,1.76281,0.00185795,0.00146032,0.00163846,0.00161932
2717,1.76366,0.0018584,0.00146067,0.00163886,0.00161971
2718,1.76452,0.00185885,0.00146102,0.00163926,0.00162011
2719,1.76538,0.0018593,0.00146138,0.00163965,0.0016205
2720,1.76623,0.00185975,0.00146173,0.00164005,0.00162089
2721,1.76709,0.00186021,0.00146209,0.00164045,0.00162128
2722,1.76794,0.00186065,0.00146244,0.00164084,0.00162168
2723,1.76879,0.0018611,0.00146279,0.00164124,0.00162207
2724,1.76965,0.00186155,0.00146315,0.00164164,0.00162246
2725,1.77051,0.001862,0.0014635,0.00164203,0.00162285
2726,1.77136,0.00186245,0.00146385,0.00164243,0.00162324
2727,1.77221,0.0018629,0.00146421,0.00164283,0.00162363
2728,1.77307,0.00186335,0.00146456,0.00164322,0.00162402
2729,1.77392,0.0018638,0.00146491,0.00164362,0.00162442
2730,1.77478,0.00186425,0.00146526,0.00164401,0.00162481
2731,1.77563,0.0018647,0.00146562,0.00164441,0.0016252
2732,1.77648,0.00186514,0.00146597,0.0016448,0.00162559
2733,1.77734,0.00186559,0.00146632,0.0016452,0.00162598
2734,1.77819,0.00186604,0.00146667,0.00164559,0.00162637
2735,1.77904,0.00186649,0.00146702,0.00164599,0.00162676
2736,1.7799,0.00186694,0.00146738,0.00164638,0.00162715
2737,1.78075,0.00186738,0.00146773,0.00164678,0.00162754
2738,1.7816,0.00186783,0.00146808,0.00164717,0.00162793
2739,1.78245,0.00186828,0.00146843,0.00164757,0.00162832
2740,1.78331,0.00186872,0.00146878,0.00164796,0.00162871
2741,1.78416,0.00186917,0.00146913,0.00164835,0.0016291
2742,1.78501,0.00186962,0.00146948,0.00164875,0.00162949
2743,1.78586,0.00187006,0.00146983,0.00164914,0.00162987
2744,1.78671,0.00187051,0.00147018,0.00164953,0.00163026
2745,1.78757,0.00187095,0.00147054,0.00164993,0.00163065
2746,1.78842,0.0018714,0.00147089,0.00165032,0.00163104
2747,1.78927,0.00187185,0.00147124,0.00165071,0.00163143
2748,1.79012,0.00187229,0.00147159,0.00165111,0.00163182
2749,1.79097,0.00187274,0.00147194,0.0016515,0.0016322
2750,1.79183,0.00187318,0.00147229,0.00165189,0.00163259
2751,1.79268,0.00187363,0.00147263,0.00165228,0.00163298
2752,1.79353,0.00187407,0.00147299,0.00165268,0.00163337
2753,1.79438,0.00187452,0.00147333,0.00165307,0.00163376
2754,1.79523,0.00187496,0.00147368,0.00165346,0.00163414
2755,1.79608,0.0018754,0.00147403,0.00165385,0.00163453
2756,1.79693,0.00187585,0.00147438,0.00165424,0.00163492
2757,1.79778,0.00187629,0.00147473,0.00165463,0.0016353
2758,1.79863,0.00187674,0.00147508,0.00165502,0.00163569
2759,1.79948,0.00187718,0.00147543,0.00165542,0.00163608
2760,1.80033,0.00187762,0.00147578,0.00165581,0.00163646
2761,1.80118,0.00187807,0.00147612,0.0016562,0.00163685
2762,1.80203,0.00187851,0.00147647,0.00165659,0.00163724
2763,1.80288,0.00187895,0.00147682,0.00165698,0.00163762
2764,1.80373,0.00187939,0.00147717,0.00165737,0.00163801
2765,1.80458,0.00187984,0.00147752,0.00165776,0.00163839
2766,1.80543,0.00188028,0.00147786,0.00165815,0.00163878
2767,1.80628,0.00188072,0.00147821,0.00165854,0.00163916
2768,1.80713,0.00188116,0.00147856,0.00165893,0.00163955
2769,1.80798,0.0018816,0.00147891,0.00165932,0.00163993
2770,1.80883,0.00188205,0.00147925,0.00165971,0.00164032
2771,1.80967,0.00188249,0.0014796,0.0016601,0.0016407
2772,1.81052,0.00188293,0.00147995,0.00166049,0.00164109
2773,1.81137,0.00188337,0.00148029,0.00166088,0.00164147
2774,1.81222,0.00188381,0.00148064,0.00166127,0.00164186
2775,1.81307,0.00188425,0.00148099,0.00166165,0.00164224
2776,1.81392,0.00188469,0.00148133,0.00166204,0.00164263
2777,1.81476,0.00188513,0.00148168,0.00166243,0.00164301
2778,1.81561,0.00188557,0.00148203,0.00166282,0.00164339
2779,1.81646,0.00188601,0.00148237,0.00166321,0.00164378
2780,1.81731,0.00188645,0.00148272,0.0016636,0.00164416
2781,1.81815,0.00188689,0.00148306,0.00166398,0.00164454
2782,1.819,0.00188733,0.00148341,0.00166437,0.00164493
2783,1.81985,0.00188777,0.00148375,0.00166476,0.00164531
2784,1.8207,0.00188821,0.0014841,0.00166515,0.00164569
2785,1.82154,0.00188865,0.00148445,0.00166553,0.00164608
2786,1.82239,0.00188909,0.00148479,0.00166592,0.00164646
2787,1.82324,0.00188953,0.00148513,0.00166631,0.00164684
2788,1.82409,0.00188997,0.00148548,0.00166669,0.00164722
2789,1.82493,0.00189041,0.00148582,0.00166708,0.00164761
2790,1.82578,0.00189085,0.00148617,0.00166747,0.00164799
2791,1.82662,0.00189128,0.00148651,0.00166785,0.00164837
2792,1.82747,0.00189172,0.00148686,0.00166824,0.00164875
2793,1.82832,0.00189216,0.0014872,0.00166863,0.00164913
2794,1.82916,0.0018926,0.00148755,0.00166901,0.00164952
2795,1.83001,0.00189303,0.00148789,0.0016694,0.0016499
2796,1.83085,0.00189347,0.00148823,0.00166978,0.00165028
2797,1.8317,0.00189391,0.00148858,0.00167017,0.00165066
2798,1.83255,0.00189435,0.00148892,0.00167056,0.00165104
2799,1.83339,0.00189478,0.00148926,0.00167094,0.00165142
2800,1.83424,0.00189522,0.00148961,0.00167133,0.0016518
2801,1.83508,0.00189566,0.00148995,0.00167171,0.00165218
2802,1.83593,0.00189609,0.00149029,0.0016721,0.00165256
2803,1.83677,0.00189653,0.00149064,0.00167248,0.00165294
2804,1.83762,0.00189697,0.00149098,0.00167286,0.00165332
2805,1.83846,0.0018974,0.00149132,0.00167325,0.0016537
2806,1.83931,0.00189784,0.00149167,0.00167363,0.00165408
2807,1.84015,0.00189827,0.00149201,0.00167402,0.00165446
2808,1.841,0.00189871,0.00149235,0.0016744,0.00165484
2809,1.84184,0.00189914,0.00149269,0.00167479,0.00165522
2810,1.84268,0.00189958,0.00149303,0.00167517,0.0016556
2811,1.84353,0.00190001,0.00149338,0.00167555,0.00165598
2812,1.84437,0.00190045,0.00149372,0.00167594,0.00165636
2813,1.84522,0.00190088,0.00149406,0.00167632,0.00165674
2814,1.84606,0.00190132,0.0014944,0.0016767,0.00165712
2815,1.8469,0.00190175,0.00149474,0.00167709,0.00165749
2816,1.84775,0.00190219,0.00149508,0.00167747,0.00165787
2817,1.84859,0.00190262,0.00149542,0.00167785,0.00165825
2818,1.84943,0.00190305,0.00149577,0.00167823,0.00165863
2819,1.85028,0.00190349,0.00149611,0.00167862,0.00165901
2820,1.85112,0.00190392,0.00149645,0.001679,0.00165938
2821,1.85196,0.00190436,0.00149679,0.00167938,0.00165976
2822,1.8528,0.00190479,0.00149713,0.00167976,0.00166014
2823,1.85365,0.00190522,0.00149747,0.00168015,0.00166052
2824,1.85449,0.00190565,0.00149781,0.00168053,0.0016609
2825,1.85533,0.00190609,0.00149815,0.00168091,0.00166127
2826,1.85617,0.00190652,0.00149849,0.00168129,0.00166165
2827,1.85702,0.00190695,0.00149883,0.00168167,0.00166203
2828,1.85786,0.00190738,0.00149917,0.00168205,0.0016624
2829,1.8587,0.00190782,0.00149951,0.00168243,0.00166278
2830,1.85954,0.00190825,0.00149985,0.00168282,0.00166316
2831,1.86038,0.00190868,0.00150019,0.0016832,0.00166353
2832,1.86122,0.00190911,0.00150053,0.00168358,0.00166391
2833,1.86207,0.00190954,0.00150087,0.00168396,0.00166428
2834,1.86291,0.00190998,0.00150121,0.00168434,0.00166466
2835,1.86375,0.00191041,0.00150154,0.00168472,0.00166504
2836,1.86459,0.00191084,0.00150188,0.0016851,0.00166541
2837,1.86543,0.00191127,0.00150222,0.00168548,0.00166579
2838,1.86627,0.0019117,0.00150256,0.00168586,0.00166616
2839,1.86711,0.00191213,0.0015029,0.00168624,0.00166654
2840,1.86795,0.00191256,0.00150324,0.00168662,0.00166691
2841,1.8688,0.00191299,0.00150358,0.001687,0.00166729
2842,1.86964,0.00191342,0.00150391,0.00168738,0.00166766
2843,1.87048,0.00191385,0.00150425,0.00168776,0.00166804
2844,1.87132,0.00191428,0.00150459,0.00168813,0.00166841
2845,1.87216,0.00191471,0.00150493,0.00168851,0.00166879
2846,1.873,0.00191514,0.00150526,0.00168889,0.00166916
2847,1.87384,0.00191557,0.0015056,0.00168927,0.00166954
2848,1.87468,0.001916,0.00150594,0.00168965,0.00166991
2849,1.87552,0.00191643,0.00150628,0.00169003,0.00167028
2850,1.87636,0.00191686,0.00150661,0.00169041,0.00167066
2851,1.87719,0.00191729,0.00150695,0.00169078,0.00167103
2852,1.87803,0.00191771,0.00150729,0.00169116,0.00167141
2853,1.87887,0.00191814,0.00150762,0.00169154,0.00167178
2854,1.87971,0.00191857,0.00150796,0.00169192,0.00167215
2855,1.88055,0.001919,0.0015083,0.0016923,0.00167253
2856,1.88139,0.00191943,0.00150863,0.00169267,0.0016729
2857,1.88223,0.00191985,0.00150897,0.00169305,0.00167327
2858,1.88307,0.00192028,0.00150931,0.00169343,0.00167364
2859,1.88391,0.00192071,0.00150964,0.0016938,0.00167402
2860,1.88475,0.00192114,0.00150998,0.00169418,0.00167439
2861,1.88558,0.00192156,0.00151031,0.00169456,0.00167476
2862,1.88642,0.00192199,0.00151065,0.00169493,0.00167513
2863,1.88726,0.00192242,0.00151099,0.00169531,0.00167551
2864,1.8881,0.00192285,0.00151132,0.00169569,0.00167588
2865,1.88894,0.00192327,0.00151166,0.00169606,0.00167625
2866,1.88977,0.0019237,0.00151199,0.00169644,0.00167662
2867,1.89061,0.00192413,0.00151233,0.00169682,0.00167699
2868,1.89145,0.00192455,0.00151266,0.00169719,0.00167736
2869,1.89229,0.00192498,0.001513,0.00169757,0.00167774
2870,1.89312,0.0019254,0.00151333,0.00169794,0.00167811
2871,1.89396,0.00192583,0.00151367,0.00169832,0.00167848
2872,1.8948,0.00192625,0.001514,0.00169869,0.00167885
2873,1.89564,0.00192668,0.00151433,0.00169907,0.00167922
2874,1.89647,0.0019271,0.00151467,0.00169944,0.00167959
2875,1.89731,0.00192753,0.001515,0.00169982,0.00167996
2876,1.89815,0.00192796,0.00151534,0.00170019,0.00168033
2877,1.89898,0.00192838,0.00151567,0.00170057,0.0016807
2878,1.89982,0.00192881,0.001516,0.00170094,0.00168107
2879,1.90066,0.00192923,0.00151634,0.00170132,0.00168144
2880,1.90149,0.00192965,0.00151667,0.00170169,0.00168181
2881,1.90233,0.00193008,0.00151701,0.00170207,0.00168218
2882,1.90317,0.0019305,0.00151734,0.00170244,0.00168255
2883,1.904,0.00193093,0.00151767,0.00170281,0.00168292
2884,1.90484,0.00193135,0.00151801,0.00170319,0.00168329
2885,1.90567,0.00193177,0.00151834,0.00170356,0.00168366
2886,1.90651,0.0019322,0.00151867,0.00170393,0.00168403
2887,1.90734,0.00193262,0.001519,0.00170431,0.0016844
2888,1.90818,0.00193304,0.00151934,0.00170468,0.00168477
2889,1.90901,0.00193347,0.00151967,0.00170505,0.00168514
2890,1.90985,0.00193389,0.00152,0.00170543,0.0016855
2891,1.91068,0.00193431,0.00152033,0.0017058,0.00168587
2892,1.91152,0.00193474,0.00152067,0.00170617,0.00168624
2893,1.91236,0.00193516,0.001521,0.00170655,0.00168661
2894,1.91319,0.00193558,0.00152133,0.00170692,0.00168698
2895,1.91403,0.001936,0.00152166,0.00170729,0.00168734
2896,1.91486,0.00193642,0.00152199,0.00170766,0.00168771
2897,1.91569,0.00193685,0.00152232,0.00170803,0.00168808
2898,1.91653,0.00193727,0.00152266,0.00170841,0.00168845
2899,1.91736,0.00193769,0.00152299,0.00170878,0.00168882
2900,1.9182,0.00193811,0.00152332,0.00170915,0.00168918
2901,1.91903,0.00193853,0.00152365,0.00170952,0.00168955
2902,1.91986,0.00193895,0.00152398,0.00170989,0.00168992
2903,1.9207,0.00193937,0.00152431,0.00171026,0.00169028
2904,1.92153,0.0019398,0.00152464,0.00171064,0.00169065
2905,1.92237,0.00194022,0.00152497,0.00171101,0.00169102
2906,1.9232,0.00194064,0.0015253,0.00171138,0.00169138
2907,1.92403,0.00194106,0.00152563,0.00171175,0.00169175
2908,1.92487,0.00194148,0.00152597,0.00171212,0.00169212
2909,1.9257,0.0019419,0.0015263,0.00171249,0.00169248
2910,1.92653,0.00194232,0.00152663,0.00171286,0.00169285
2911,1.92737,0.00194274,0.00152696,0.00171323,0.00169322
2912,1.9282,0.00194316,0.00152729,0.0017136,0.00169358
2913,1.92903,0.00194358,0.00152762,0.00171397,0.00169395
2914,1.92987,0.001944,0.00152795,0.00171434,0.00169431
2915,1.9307,0.00194442,0.00152827,0.00171471,0.00169468
2916,1.93153,0.00194483,0.0015286,0.00171508,0.00169504
2917,1.93236,0.00194525,0.00152893,0.00171545,0.00169541
2918,1.93319,0.00194567,0.00152926,0.00171582,0.00169577
2919,1.93403,0.00194609,0.00152959,0.00171619,0.00169614
2920,1.93486,0.00194651,0.00152992,0.00171656,0.0016965
2921,1.93569,0.00194693,0.00153025,0.00171693,0.00169687
2922,1.93652,0.00194735,0.00153058,0.00171729,0.00169723
2923,1.93736,0.00194777,0.00153091,0.00171766,0.0016976
2924,1.93819,0.00194818,0.00153124,0.00171803,0.00169796
2925,1.93902,0.0019486,0.00153156,0.0017184,0.00169833
2926,1.93985,0.00194902,0.00153189,0.00171877,0.00169869
2927,1.94068,0.00194944,0.00153222,0.00171914,0.00169905
2928,1.94151,0.00194985,0.00153255,0.00171951,0.00169942
2929,1.94234,0.00195027,0.00153288,0.00171987,0.00169978
2930,1.94318,0.00195069,0.00153321,0.00172024,0.00170015
2931,1.94401,0.00195111,0.00153353,0.00172061,0.00170051
2932,1.94484,0.00195152,0.00153386,0.00172098,0.00170087
2933,1.94567,0.00195194,0.00153419,0.00172134,0.00170124
2934,1.9465,0.00195236,0.00153452,0.00172171,0.0017016
2935,1.94733,0.00195277,0.00153484,0.00172208,0.00170196
2936,1.94816,0.00195319,0.00153517,0.00172245,0.00170232
2937,1.94899,0.00195361,0.0015355,0.00172281,0.00170269
2938,1.94982,0.00195402,0.00153582,0.00172318,0.00170305
2939,1.95065,0.00195444,0.00153615,0.00172355,0.00170341
2940,1.95148,0.00195485,0.00153648,0.00172391,0.00170377
2941,1.95231,0.00195527,0.0015368,0.00172428,0.00170414
2942,1.95314,0.00195568,0.00153713,0.00172465,0.0017045
2943,1.95397,0.0019561,0.00153746,0.00172501,0.00170486
2944,1.9548,0.00195651,0.00153778,0.00172538,0.00170522
2945,1.95563,0.00195693,0.00153811,0.00172575,0.00170558
2946,1.95646,0.00195734,0.00153844,0.00172611,0.00170595
2947,1.95729,0.00195776,0.00153876,0.00172648,0.00170631
2948,1.95812,0.00195817,0.00153909,0.00172684,0.00170667
2949,1.95895,0.00195859,0.00153941,0.00172721,0.00170703
2950,1.95978,0.001959,0.00153974,0.00172757,0.00170739
2951,1.9606,0.00195942,0.00154007,0.00172794,0.00170775
2952,1.96143,0.00195983,0.00154039,0.0017283,0.00170811
2953,1.96226,0.00196025,0.00154072,0.00172867,0.00170847
2954,1.96309,0.00196066,0.00154104,0.00172903,0.00170884
2955,1.96392,0.00196107,0.00154137,0.0017294,0.0017092
2956,1.96475,0.00196149,0.00154169,0.00172976,0.00170956
2957,1.96558,0.0019619,0.00154202,0.00173013,0.00170992
2958,1.96641,0.00196231,0.00154234,0.00173049,0.00171028
2959,1.96723,0.00196273,0.00154267,0.00173086,0.00171064
2960,1.96806,0.00196314,0.00154299,0.00173122,0.001711
2961,1.96889,0.00196355,0.00154332,0.00173159,0.00171136
2962,1.96972,0.00196397,0.00154364,0.00173195,0.00171172
2963,1.97054,0.00196438,0.00154396,0.00173231,0.00171208
2964,1.97137,0.00196479,0.00154429,0.00173268,0.00171244
2965,1.9722,0.0019652,0.00154461,0.00173304,0.0017128
2966,1.97303,0.00196562,0.00154494,0.0017334,0.00171315
2967,1.97385,0.00196603,0.00154526,0.00173377,0.00171351
2968,1.97468,0.00196644,0.00154558,0.00173413,0.00171387
2969,1.97551,0.00196685,0.00154591,0.00173449,0.00171423
2970,1.97634,0.00196726,0.00154623,0.00173486,0.00171459
2971,1.97716,0.00196767,0.00154656,0.00173522,0.00171495
2972,1.97799,0.00196809,0.00154688,0.00173558,0.00171531
2973,1.97882,0.0019685,0.0015472,0.00173595,0.00171567
2974,1.97964,0.00196891,0.00154753,0.00173631,0.00171602
2975,1.98047,0.00196932,0.00154785,0.00173667,0.00171638
2976,1.9813,0.00196973,0.00154817,0.00173703,0.00171674
2977,1.98212,0.00197014,0.00154849,0.0017374,0.0017171
2978,1.98295,0.00197055,0.00154882,0.00173776,0.00171746
2979,1.98378,0.00197096,0.00154914,0.00173812,0.00171781
2980,1.9846,0.00197137,0.00154946,0.00173848,0.00171817
2981,1.98543,0.00197178,0.00154978,0.00173884,0.00171853
2982,1.98625,0.00197219,0.00155011,0.0017392,0.00171889
2983,1.98708,0.0019726,0.00155043,0.00173957,0.00171924
2984,1.9879,0.00197301,0.00155075,0.00173993,0.0017196
2985,1.98873,0.00197342,0.00155107,0.00174029,0.00171996
2986,1.98956,0.00197383,0.0015514,0.00174065,0.00172032
2987,1.99038,0.00197424,0.00155172,0.00174101,0.00172067
2988,1.99121,0.00197465,0.00155204,0.00174137,0.00172103
2989,1.99203,0.00197506,0.00155236,0.00174173,0.00172139
2990,1.99286,0.00197547,0.00155268,0.00174209,0.00172174
2991,1.99368,0.00197588,0.001553,0.00174245,0.0017221
2992,1.99451,0.00197629,0.00155332,0.00174282,0.00172246
2993,1.99533,0.0019767,0.00155365,0.00174318,0.00172281
2994,1.99616,0.0019771,0.00155397,0.00174354,0.00172317
2995,1.99698,0.00197751,0.00155429,0.0017439,0.00172352
2996,1.99781,0.00197792,0.00155461,0.00174426,0.00172388
2997,1.99863,0.00197833,0.00155493,0.00174462,0.00172423
2998,1.99945,0.00197874,0.00155525,0.00174498,0.00172459
2999,2.00028,0.00197914,0.00155557,0.00174534,0.00172495
3000,2.0011,0.00197955,0.00155589,0.00174569,0.0017253
3001,2.00193,0.00197996,0.00155621,0.00174605,0.00172566
3002,2.00275,0.00198037,0.00155653,0.00174641,0.00172601
3003,2.00358,0.00198077,0.00155685,0.00174677,0.00172637
3004,2.0044,0.00198118,0.00155717,0.00174713,0.00172672
3005,2.00522,0.00198159,0.00155749,0.00174749,0.00172708
3006,2.00605,0.00198199,0.00155781,0.00174785,0.00172743
3007,2.00687,0.0019824,0.00155813,0.00174821,0.00172779
3008,2.00769,0.00198281,0.00155845,0.00174857,0.00172814
3009,2.00852,0.00198322,0.00155877,0.00174893,0.00172849
3010,2.00934,0.00198362,0.00155909,0.00174928,0.00172885
3011,2.01016,0.00198403,0.00155941,0.00174964,0.0017292
3012,2.01099,0.00198443,0.00155973,0.00175,0.00172956
3013,2.01181,0.00198484,0.00156005,0.00175036,0.00172991
3014,2.01263,0.00198525,0.00156037,0.00175072,0.00173026
3015,2.01346,0.00198565,0.00156068,0.00175107,0.00173062
3016,2.01428,0.00198606,0.001561,0.00175143,0.00173097
3017,2.0151,0.00198646,0.00156132,0.00175179,0.00173132
3018,2.01592,0.00198687,0.00156164,0.00175215,0.00173168
3019,2.01674,0.00198727,0.00156196,0.0017525,0.00173203
3020,2.01757,0.00198768,0.00156228,0.00175286,0.00173238
3021,2.01839,0.00198808,0.0015626,0.00175322,0.00173274
3022,2.01921,0.00198849,0.00156291,0.00175358,0.00173309
3023,2.02003,0.00198889,0.00156323,0.00175393,0.00173344
3024,2.02086,0.0019893,0.00156355,0.00175429,0.00173379
3025,2.02168,0.0019897,0.00156387,0.00175465,0.00173415
3026,2.0225,0.00199011,0.00156419,0.001755,0.0017345
3027,2.02332,0.00199051,0.0015645,0.00175536,0.00173485
3028,2.02414,0.00199091,0.00156482,0.00175571,0.0017352
3029,2.02496,0.00199132,0.00156514,0.00175607,0.00173556
3030,2.02579,0.00199172,0.00156546,0.00175643,0.00173591
3031,2.02661,0.00199213,0.00156577,0.00175678,0.00173626
3032,2.02743,0.00199253,0.00156609,0.00175714,0.00173661
3033,2.02825,0.00199293,0.00156641,0.00175749,0.00173696
3034,2.02907,0.00199334,0.00156673,0.00175785,0.00173732
3035,2.02989,0.00199374,0.00156704,0.00175821,0.00173767
3036,2.03071,0.00199414,0.00156736,0.00175856,0.00173802
3037,2.03153,0.00199455,0.00156768,0.00175892,0.00173837
3038,2.03235,0.00199495,0.00156799,0.00175927,0.00173872
3039,2.03317,0.00199535,0.00156831,0.00175963,0.00173907
3040,2.03399,0.00199575,0.00156862,0.00175998,0.00173942
3041,2.03481,0.00199616,0.00156894,0.00176034,0.00173977
3042,2.03563,0.00199656,0.00156926,0.00176069,0.00174012
3043,2.03645,0.00199696,0.00156957,0.00176105,0.00174047
3044,2.03728,0.00199736,0.00156989,0.0017614,0.00174082
3045,2.03809,0.00199776,0.00157021,0.00176176,0.00174117
3046,2.03891,0.00199817,0.00157052,0.00176211,0.00174152
3047,2.03973,0.00199857,0.00157084,0.00176246,0.00174187
3048,2.04055,0.00199897,0.00157115,0.00176282,0.00174222
3049,2.04137,0.00199937,0.00157147,0.00176317,0.00174257
3050,2.04219,0.00199977,0.00157178,0.00176353,0.00174292
3051,2.04301,0.00200017,0.0015721,0.00176388,0.00174327
3052,2.04383,0.00200057,0.00157241,0.00176423,0.00174362
3053,2.04465,0.00200097,0.00157273,0.00176459,0.00174397
3054,2.04547,0.00200138,0.00157304,0.00176494,0.00174432
3055,2.04629,0.00200178,0.00157336,0.00176529,0.00174467
3056,2.04711,0.00200218,0.00157367,0.00176565,0.00174502
3057,2.04793,0.00200258,0.00157399,0.001766,0.00174537
3058,2.04875,0.00200298,0.0015743,0.00176635,0.00174572
3059,2.04957,0.00200338,0.00157462,0.00176671,0.00174607
3060,2.05038,0.00200378,0.00157493,0.00176706,0.00174642
3061,2.0512,0.00200418,0.00157525,0.00176741,0.00174676
3062,2.05202,0.00200458,0.00157556,0.00176776,0.00174711
3063,2.05284,0.00200498,0.00157587,0.00176812,0.00174746
3064,2.05366,0.00200538,0.00157619,0.00176847,0.00174781
3065,2.05448,0.00200578,0.0015765,0.00176882,0.00174816
3066,2.05529,0.00200618,0.00157682,0.00176917,0.00174851
3067,2.05611,0.00200657,0.00157713,0.00176953,0.00174885
3068,2.05693,0.00200697,0.00157744,0.00176988,0.0017492
3069,2.05775,0.00200737,0.00157776,0.00177023,0.00174955
3070,2.05856,0.00200777,0.00157807,0.00177058,0.0017499
3071,2.05938,0.00200817,0.00157838,0.00177093,0.00175024
3072,2.0602,0.00200857,0.0015787,0.00177128,0.00175059
3073,2.06102,0.00200897,0.00157901,0.00177164,0.00175094
3074,2.06184,0.00200937,0.00157932,0.00177199,0.00175129
3075,2.06265,0.00200976,0.00157964,0.00177234,0.00175163
3076,2.06347,0.00201016,0.00157995,0.00177269,0.00175198
3077,2.06429,0.00201056,0.00158026,0.00177304,0.00175233
3078,2.0651,0.00201096,0.00158058,0.00177339,0.00175267
3079,2.06592,0.00201136,0.00158089,0.00177374,0.00175302
3080,2.06674,0.00201175,0.0015812,0.00177409,0.00175337
3081,2.06755,0.00201215,0.00158151,0.00177444,0.00175371
3082,2.06837,0.00201255,0.00158183,0.00177479,0.00175406
3083,2.06919,0.00201295,0.00158214,0.00177514,0.00175441
3084,2.07,0.00201334,0.00158245,0.00177549,0.00175475
3085,2.07082,0.00201374,0.00158276,0.00177584,0.0017551
3086,2.07164,0.00201414,0.00158307,0.00177619,0.00175544
3087,2.07245,0.00201453,0.00158339,0.00177654,0.00175579
3088,2.07327,0.00201493,0.0015837,0.00177689,0.00175614
3089,2.07409,0.00201533,0.00158401,0.00177724,0.00175648
3090,2.0749,0.00201572,0.00158432,0.00177759,0.00175683
